Project,Model,MAE,MAPE,RMSE,MSE
cocoon,DGLM,36768.16,39.17,2812.08,7907821.51
hive,DGLM,29355.5,4.9,5394.7,29102821.03
daemon,DGLM,38.96,1.08,51.39,2640.49
configuration,DGLM,1262.48,3.58,259.12,67141.75
archiva,DGLM,5093.47,6.82,3090.93,9553832.4
