S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,1.013619075834717,0.25241187134073034,0.0,0.18529177914319295,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.237963789997018,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,0.0,0.28515064114304844
1.6094379124341003,1.1618377899212189,1.0216512475319812,0.3341595917434528,0.0,0.35828186550308183,0.6931471805599453,0.5644118429893306,0.0,1.9011076184263376,1.9459101490553132,1.8608282247506054,4.238925791033208,3.1217883974232343,1.0986122886681098,1.0147088372783537,1.6094379124341003,1.3842521130839782,0.0,0.1712469203386206
1.6094379124341003,1.467957272416731,1.0296194171811583,0.20260471159295576,0.0,0.0,0.6931471805599453,0.6869438601849811,0.0,2.560699090617261,1.9459101490553132,1.7223879813447271,4.239886867512759,4.045032258852347,1.0986122886681098,0.9049970935088733,1.6094379124341003,1.6609300060429153,0.0,0.0
1.6094379124341003,1.8199804512418687,1.0375245966882716,0.13232481675033492,0.0,0.5968001750449934,0.6931471805599453,0.6414062088548969,0.0,0.9277728594660424,1.9459101490553132,3.0955705586584847,4.240847021211102,2.032277280922546,1.0986122886681098,0.7356067499926857,1.6094379124341003,1.4708742150751526,0.0,0.0
1.6094379124341003,1.566015150441458,1.0453677741492975,0.1072776230828816,0.0,0.0,0.6931471805599453,0.6866142962958519,0.0,1.432179210259852,1.9459101490553132,1.984683884472768,4.241806253898562,4.230748319509319,1.0986122886681098,1.0797072174728588,1.6094379124341003,1.4224765727126518,0.0,0.2035085656762988
1.6094379124341003,2.060348053773022,1.0531499145913523,0.31962658343334405,0.0,0.38041358475932124,0.6931471805599453,0.8090866264351309,0.0,1.8043971590895906,1.9459101490553132,2.9013902045478503,4.242764567340374,3.2012509467268497,1.0986122886681098,1.0203343445119184,1.6094379124341003,1.5856204383033072,0.0,0.0
1.6094379124341003,1.4900170140571654,1.0608719606852626,0.5942569069834527,0.0,0.01694670830283726,0.6931471805599453,0.7885309719832945,0.0,0.18043674921269237,1.9459101490553132,3.401062942112898,4.243721963296702,2.806266414374327,1.0986122886681098,0.7746636592403301,1.6094379124341003,1.5363615864911562,0.0,0.21948751516855738
1.6094379124341003,1.3920467356218418,1.0685348334308318,0.3174448302196696,0.0,0.21107431711181915,0.6931471805599453,0.6958367740555231,0.0,1.1441120378637877,1.9459101490553132,1.6011345268301838,4.244678443522658,3.247786312122872,1.0986122886681098,1.0307116363841142,1.6094379124341003,1.552608359198109,0.0,0.9574440808525315
1.6094379124341003,1.499644032692292,1.076139432816051,1.0431735466309828,0.0,0.1608915309343602,0.6931471805599453,0.6577572946283873,0.0,2.493555754630411,1.9459101490553132,3.1481521230594485,4.2456340097683265,3.6970775784932757,1.0986122886681098,1.2442728445424118,1.6094379124341003,1.5860798568022092,0.0,0.2207293116237204
1.6094379124341003,1.6794002945899251,1.083686638451434,0.0,0.0,0.0,0.6931471805599453,0.7028381082153865,0.0,0.31722663040538923,1.9459101490553132,2.628801922756234,4.246588663778778,2.2740551678541294,1.0986122886681098,1.043490912141777,1.6094379124341003,1.559073060741802,0.0,0.1427733834990331
1.6094379124341003,1.819281968304963,1.0911773101805915,1.0457275857908541,0.0,0.0,0.6931471805599453,0.6810450229192592,0.0,0.8633236116821448,1.9459101490553132,1.9341818128977875,4.2475424072940875,2.9102748185841656,1.0986122886681098,0.6904747671084308,1.6094379124341003,1.7330875877465046,0.0,0.6994147797602466
1.6094379124341003,1.2635670450988385,1.0986122886681098,0.0,0.0,0.48036864301973714,0.6931471805599453,0.7857469742352866,0.0,3.470704804766333,1.9459101490553132,1.7395695992601703,4.248495242049359,6.337780274857138,1.0986122886681098,0.7249259647789184,1.6094379124341003,1.5271042733406575,0.0,0.0
