S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303
5.575949103146316,6.288959169862989,5.159055299214529,5.266421094200171,5.170483995038151,5.43638859899128,5.948034989180646,7.004029953348182,1.9459101490553132,2.8733376735218275,2.4849066497880004,3.316171384114001,6.059123195581797,6.105647529203673
5.572154032177765,6.342264316063623,5.170483995038151,5.582927076379127,5.176149732573829,5.618309564803206,5.953243334287785,6.3797141784928835,1.9459101490553132,2.3590179708213728,2.3978952727983707,2.7613621631006424,6.0844994130751715,5.905643527873573
5.796057750765372,5.649044525159236,5.768320995793772,6.049489801593094,5.817111159963204,5.699064367210417,6.313548046277095,7.595878672383064,1.9459101490553132,2.6880956727431715,2.70805020110221,4.2734996113797585,6.293419278846481,5.3758426543880145
5.796057750765372,6.714713504538651,5.720311776607412,6.040232443550511,5.814130531825066,5.395488540332989,6.274762021241939,6.431218551456444,1.9459101490553132,0.5474498845261933,2.70805020110221,3.740303771448676,5.700443573390687,5.365384650540619
5.84354441703136,5.996605672434571,5.726847747587197,5.323089428092711,5.814130531825066,5.181618489699884,6.272877006546167,5.710897260921997,1.9459101490553132,2.9583874972263047,2.8903717578961645,3.997118251422065,5.707110264748875,6.678463744666919
5.8377304471659395,5.826914611276189,5.726847747587197,6.1627039328539714,5.814130531825066,5.21275011745736,6.269096283706261,5.695466431404703,1.9459101490553132,2.9379766663958966,2.5649493574615367,4.4870196005710685,5.697093486505405,5.537120909402321
5.834810737062605,5.913761845442041,5.739792912179234,5.579635628153086,5.817111159963204,5.556085506774307,6.285998094508865,5.753280131227726,1.9459101490553132,1.7107616567859518,2.302585092994046,3.239048451706214,5.697093486505405,6.263327724535355
5.834810737062605,5.731978701899484,5.7430031878094825,5.440645480864942,5.817111159963204,5.136413463928841,6.306275286948016,6.382318061561252,1.9459101490553132,3.0751929978852415,2.6390573296152584,4.266514687320036,5.723585101952381,5.268328246371991
5.8377304471659395,5.445368080503526,5.723585101952381,5.3824081787282765,5.820082930352362,5.804215883148595,6.333279628139691,5.7779405704826665,1.9459101490553132,2.135184683218169,2.0794415416798357,1.995223124294635,5.703782474656201,6.327952465625276
