S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303
5.786897381366708,6.849799709468722,5.717027701406222,5.209079587737934,5.814130531825066,5.589287095851651,6.311734809152915,6.427640216014408,1.9459101490553132,3.5195036948333858,2.833213344056216,3.872042352934232,5.700443573390687,5.461517177920819
5.783825182329737,5.973243412444936,5.720311776607412,5.073297888585696,5.811140992976701,5.924394672025529,6.302618975744905,6.04683798710254,1.9459101490553132,3.0285273566531696,2.9444389791664403,4.21374961786361,5.69035945432406,5.548092176587878
5.7745515455444085,5.763868140337634,5.720311776607412,5.950835092672295,5.811140992976701,5.549548570352997,6.313548046277095,6.2697885501089194,1.9459101490553132,1.532463276673357,2.995732273553991,5.088354582993087,5.680172609017068,6.540127837848822
5.755742213586912,6.3773342136455815,5.720311776607412,5.379976268085946,5.811140992976701,5.618267270996707,6.3080984415095305,6.0302331509744285,1.791759469228055,3.6685118832387467,2.995732273553991,2.7214584660557413,5.631211781821365,5.977946734923655
5.765191102784844,6.510273284945638,5.726847747587197,5.031693483386774,5.811140992976701,5.719273399088543,6.298949246855942,6.151347086989076,1.791759469228055,3.0328488695549325,3.091042453358316,4.113171133475659,5.634789603169249,5.0097352724155275
5.765191102784844,4.636132981582552,5.733341276897746,4.90490673012709,5.811140992976701,5.292212677363047,6.298949246855942,6.385687412395892,1.791759469228055,2.180985563011124,2.772588722239781,3.6151213354989773,5.66988092298052,6.234397790426252
5.75890177387728,5.935045112399762,5.703782474656201,6.011792431771168,5.808142489980444,5.657764911248331,6.278521424165844,6.312316365308662,1.791759469228055,1.1705004728743378,2.302585092994046,3.8817467616675296,5.6131281063880705,5.306707973657611
5.7745515455444085,6.296755502401419,5.717027701406222,5.398173822715266,5.808142489980444,6.1788458777368644,6.278521424165844,6.607119230362946,1.791759469228055,2.1099562484662333,2.4849066497880004,4.164230210796823,5.616771097666572,5.111712716961454
5.765191102784844,6.59134933737766,5.71042701737487,5.466745787480827,5.808142489980444,5.928995967635239,6.2878585601617845,6.176755214312806,1.791759469228055,3.548506064309799,2.302585092994046,4.60987216100696,5.616771097666572,6.2704468481186035
5.777652323222656,6.2207914273736,5.707110264748875,5.233069870748303,5.755742213586912,5.66520009742494,6.3080984415095305,6.876983880330301,1.791759469228055,2.4726127434663008,2.3978952727983707,3.950208365936055,5.66988092298052,5.92952530018733
5.777652323222656,5.386081983138848,5.707110264748875,5.162254528912091,5.755742213586912,5.493224329571443,6.3080984415095305,6.317948672819457,1.791759469228055,1.5788434173163137,2.302585092994046,3.383658759890841,5.66988092298052,5.846514042464088
