,Actual_last_5_vals,Mean_Simulation,Simulated_41,Simulated_20,Simulated_38,Simulated_36,Simulated_48,Simulated_32,Simulated_17,Simulated_45,Simulated_11,Simulated_43,Simulated_12,Simulated_28,Simulated_46,Simulated_21,Simulated_1,Simulated_15,Simulated_18,Simulated_14,Simulated_49,Simulated_33,Simulated_44,Simulated_31,Simulated_22,Simulated_35,Simulated_26,Simulated_40,Simulated_27,Simulated_2,Simulated_25,Simulated_5,Simulated_3,Simulated_34,Simulated_42,Simulated_23,Simulated_30,Simulated_6,Simulated_24,Simulated_13,Simulated_47,Simulated_7,Simulated_9,Simulated_19,Simulated_0,Simulated_8,Simulated_37,Simulated_39,Simulated_29,Simulated_4,Simulated_16,Simulated_10
0,17359.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17360.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17362.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17363.571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58
6,,14624.98,15097.68,13972.76,15075.55,14871.67,15262.79,14592.26,13830.15,13757.71,14645.38,14737.76,15951.57,16359.12,13935.68,17222.52,13406.85,13585.14,15021.05,15241.79,15092.58,15373.75,12895.29,13519.21,14593.65,14274.57,15458.02,13853.25,13236.51,14316.91,14193.08,13339.81,16246.38,12742.46,17527.45,13547.8,15155.81,11966.11,15022.47,13696.8,16852.9,15793.15,16213.61,12901.3,17096.09,13865.98,10915.34,13192.99,12999.32,15735.0,15811.73,17252.17
7,,14640.51,16002.86,15597.68,13263.72,15283.17,15864.94,13605.14,15190.05,14793.85,14948.33,11327.99,13434.22,14500.65,11902.01,15101.64,14021.41,12072.02,14561.8,14515.13,14275.66,15653.87,15596.68,13138.46,15110.62,13084.78,15105.9,13821.14,13701.81,13400.08,12821.81,14339.47,15323.68,15662.56,15025.45,16864.34,14202.66,14465.38,14656.9,12841.93,15364.99,13550.86,16931.53,15375.96,15571.14,13018.34,17670.39,13148.58,17073.89,12380.37,18203.06,18656.8
8,,14704.67,14946.72,15161.5,15549.41,13644.28,15723.3,13671.14,15750.87,15602.46,17140.6,14221.92,14940.07,14064.47,15292.96,14917.58,13344.72,14145.11,15319.03,13303.01,13543.22,13002.13,14193.48,13615.6,16772.94,14854.41,12134.71,15886.41,15471.41,13748.77,13801.13,15367.2,16428.92,13078.5,16411.58,16946.92,12614.61,14114.62,16345.89,12814.39,15940.32,15198.9,16571.94,15208.88,12172.12,17796.62,14968.76,13483.82,14460.95,15787.7,12060.95,13696.48
9,,14143.79,13948.71,14775.97,14406.82,13686.29,13668.38,12739.05,13120.83,15218.97,15165.36,14039.39,13214.4,14821.29,14232.96,13774.04,13854.72,14001.61,16190.19,12164.65,15187.11,12809.82,13761.36,13450.26,12792.64,12286.21,15079.6,14531.71,13038.5,12730.97,12167.27,12739.48,15175.64,15453.6,15137.3,13598.8,12408.87,11801.84,17264.98,12793.32,15128.58,17123.79,14644.81,16618.42,14847.83,12785.84,14471.47,12517.65,18603.41,15649.63,15433.14,12132.08
10,,14660.85,15368.01,15160.36,14290.98,13560.47,14843.78,15049.43,13999.34,13554.62,15020.93,14957.04,14046.36,15803.64,14997.38,13820.98,15717.82,14367.43,13170.65,13962.87,16448.73,14626.71,13342.42,14076.93,15949.13,16209.19,15474.77,12107.92,16182.79,12742.06,15459.92,16968.96,13747.73,14334.69,14447.96,14540.85,13069.02,15363.4,16276.63,13827.79,12920.56,13272.87,15584.95,16513.65,15476.96,15606.51,13442.58,10972.71,13238.72,19343.26,16924.55,12855.45
11,MAE,,496.56,532.98,550.83,584.6,589.87,649.16,679.17,683.3,690.97,718.11,718.69,722.42,740.3,746.87,757.2,767.25,770.96,803.5,804.18,805.46,816.32,829.06,868.19,910.3,936.35,952.28,953.52,972.67,988.29,993.53,995.63,1027.78,1033.45,1034.71,1064.25,1078.09,1132.01,1133.43,1152.19,1186.67,1195.34,1215.13,1242.41,1296.12,1424.93,1576.51,1697.42,1773.57,1824.34,1911.46
