Index,Lower,Upper,Predicted,Actual
249,30671.21,32957.51,31809.0,32028
250,30444.15,33224.86,31809.0,32198
251,30236.4,33497.13,31809.0,32552
252,30054.38,33618.43,31809.0,33004
253,29722.22,33723.79,31809.0,33562
254,29620.5,33808.38,31809.0,33527
255,29470.43,34055.3,31809.0,33847
256,29431.07,34170.34,31809.0,33863
257,29296.9,34204.59,31809.0,33926
258,29212.49,34436.43,31809.0,33928
259,29044.07,34446.15,31809.0,34020
260,28876.74,34595.69,31809.0,34301
261,28682.05,34635.15,31809.0,34276
262,28609.53,34750.81,31809.0,34448
263,28468.16,34862.22,31809.0,34421
264,28234.72,34863.26,31809.0,34620
265,28206.88,35013.16,31809.0,34622
266,28075.22,35209.33,31809.0,34730
267,28248.48,35179.94,31809.0,34929
268,28047.33,35520.83,31809.0,34994
269,27933.1,35594.08,31809.0,35964
270,27857.35,35647.66,31809.0,36198
271,27812.93,35827.01,31809.0,36299
272,27624.3,35837.53,31809.0,36529
273,27542.21,36025.43,31809.0,36561
274,27591.34,35925.55,31809.0,36630
275,27570.75,35990.07,31809.0,36660
276,27519.04,36065.76,31809.0,36665
277,27317.19,36195.0,31809.0,36475
278,27226.28,36367.91,31809.0,36903
279,27219.71,36503.49,31809.0,37077
280,27284.07,36585.27,31809.0,37043
281,26963.63,36623.86,31809.0,37013
282,27092.0,36554.26,31809.0,37181
283,27014.25,36614.06,31809.0,37197
284,27073.98,36583.21,31809.0,37181
285,26700.69,36751.63,31809.0,37261
286,26883.25,36630.23,31809.0,37527
287,26686.55,36845.13,31809.0,37452
288,26538.57,36829.4,31809.0,37949
289,26452.98,36944.64,31809.0,37818
290,26647.04,37089.56,31809.0,38316
291,26488.88,37131.37,31809.0,38231
292,26327.11,37146.03,31809.0,39076
293,26325.51,37148.86,31809.0,39266
294,26219.16,37225.15,31809.0,39411
295,26143.05,37114.25,31809.0,39408
296,26089.76,37158.24,31809.0,39435
297,25967.82,37206.34,31809.0,39453
298,26025.24,37330.36,31809.0,39482
299,25893.24,37360.46,31809.0,39251
300,25901.49,37235.75,31809.0,39669
301,25817.6,37501.74,31809.0,39667
302,25840.71,37499.04,31809.0,39756
303,25697.89,37510.63,31809.0,39851
304,25638.56,37793.97,31809.0,40200
305,25627.31,37822.31,31809.0,40800
306,25614.1,37765.9,31809.0,40989
307,25598.87,37968.65,31809.0,40991
308,25609.3,38059.49,31809.0,41103
309,25551.48,37889.16,31809.0,42313
310,25455.58,37939.99,31809.0,42910
