Index,Lower,Upper
611,36139.7,37990.51
612,35930.64,38157.84
613,35800.13,38428.13
614,35699.26,38576.48
615,35579.21,38766.06
616,35512.86,38809.84
617,35385.95,38947.27
618,35257.4,39065.75
619,35118.33,39213.41
620,35055.69,39277.73
621,34933.01,39346.39
622,34934.39,39428.22
623,34901.93,39558.84
624,34813.93,39686.46
625,34716.61,39705.01
626,34673.36,39803.21
627,34631.33,39831.49
628,34447.64,39909.39
629,34514.67,40029.88
630,34435.55,40097.36
631,34359.22,40128.11
632,34313.97,40203.62
633,34152.77,40235.22
634,34103.95,40385.11
635,34033.19,40426.1
636,34028.04,40458.74
637,33986.58,40578.22
638,33821.21,40616.81
639,33814.07,40696.16
640,33817.3,40708.0
641,33806.59,40716.32
642,33685.55,40696.19
643,33793.17,40725.57
644,33727.82,40864.75
645,33756.35,40907.67
646,33788.41,40980.46
647,33765.02,40982.07
648,33615.77,41166.13
649,33579.8,41175.07
650,33451.47,41229.66
651,33399.58,41294.41
652,33268.16,41345.01
653,33367.22,41464.57
654,33376.45,41324.27
655,33294.55,41476.78
656,33401.73,41530.14
657,33309.69,41633.15
658,33166.85,41744.51
659,32998.55,41651.97
660,33039.0,41723.87
661,33109.91,41687.49
662,32863.75,41780.38
663,32933.48,41800.01
664,32831.34,41668.46
665,32917.92,41574.28
666,32997.04,41720.78
667,32873.8,41930.34
668,32906.35,41926.75
669,32657.13,42038.93
670,32739.51,42013.84
671,32762.99,42026.72
672,32831.42,42021.37
673,32591.68,42114.1
674,32542.65,42268.29
675,32332.43,42314.19
676,32159.8,42345.7
677,32163.22,42365.75
678,32143.14,42310.17
679,32112.18,42290.16
680,31966.13,42303.48
681,32048.98,42285.14
682,32229.99,42353.98
683,32224.96,42433.18
684,32090.01,42378.84
685,32168.68,42451.66
686,32106.61,42404.07
687,32045.09,42452.86
688,32035.14,42435.08
689,31900.87,42520.51
690,31993.7,42716.52
691,31956.07,42848.04
692,31830.38,42780.44
693,31730.45,42821.84
694,31632.83,42953.1
695,31638.14,43179.44
696,31653.81,43069.65
697,31592.5,43038.53
698,31564.4,43074.07
699,31454.46,42936.03
700,31366.64,43157.47
701,31404.01,43232.26
702,31364.27,43173.41
703,31226.4,43355.03
704,31115.18,43241.8
705,31026.35,43306.67
706,31066.75,43265.66
707,31169.69,43218.28
708,31008.58,43431.24
709,30938.86,43351.43
710,30967.38,43314.35
711,31108.0,43446.83
712,30954.75,43527.61
713,30815.59,43538.67
714,30968.76,43580.06
715,30795.39,43435.28
716,30825.02,43381.54
717,30856.6,43247.58
718,30874.1,43419.36
719,30872.01,43588.13
720,30824.41,43587.46
721,30799.74,43606.54
722,30805.52,43558.24
723,30841.49,43523.18
724,30746.06,43609.0
725,30677.78,43662.86
726,30667.19,43492.35
727,30534.15,43654.94
728,30390.97,43753.05
729,30413.4,43748.18
730,30418.34,43806.77
731,30402.49,43654.7
732,30467.51,43798.01
733,30369.24,43990.83
734,30464.84,43882.04
735,30195.0,43984.59
736,30186.51,44040.91
737,30359.82,44081.63
738,30400.07,44069.76
739,30426.15,44214.66
740,30362.0,44099.66
741,30186.75,44350.32
742,29970.72,44177.16
743,29905.04,44092.88
744,29813.18,44235.77
745,29829.14,44325.26
746,29818.07,44370.49
747,29755.76,44287.01
748,29725.02,44220.19
749,29764.6,44383.73
750,29873.24,44523.08
751,29862.83,44469.92
752,29927.46,44455.62
753,29705.99,44568.48
754,29610.82,44675.68
755,29321.71,44626.53
756,29380.26,44520.7
757,29458.79,44581.42
758,29326.19,44586.3
759,29402.7,44687.11
760,29487.9,44726.23
761,29559.68,44770.35
762,29362.25,44896.42
763,29368.41,44943.64
