Index,Lower,Upper,Predicted,Actual
583,42296.15,48011.69,45100.19,45063
584,41394.0,48392.6,45132.98,45105
585,41138.17,49150.58,45214.11,45611
586,40420.04,49504.13,45302.29,45596
587,40070.86,49963.65,45262.27,45709
588,39835.18,50604.45,45291.57,45844
589,39499.21,50994.86,45143.04,45851
590,39342.95,51421.9,45307.72,45804
591,38567.21,51707.04,45211.94,49535
592,38414.91,52012.26,45337.78,49535
593,37861.88,52396.52,45400.48,49540
594,37970.98,52457.27,45378.87,49560
595,37375.56,52633.12,45297.66,49740
596,37441.11,52778.2,45168.88,50140
597,37150.76,53471.04,45321.2,50130
598,37018.88,53571.75,45235.21,50130
599,36845.7,53620.39,45179.08,50246
600,36549.66,53726.56,45062.35,50332
601,36093.21,53900.59,45068.86,50147
602,36032.43,54174.91,45150.6,49993
603,35743.54,54093.97,44950.5,50068
604,35424.46,54246.68,45044.12,50050
605,35018.48,54298.98,45015.9,50046
606,34541.52,54579.17,44984.61,49986
607,34122.69,54858.18,44962.91,49936
608,33607.07,54932.74,45047.04,49966
609,33368.08,55141.04,44923.53,49774
610,33718.1,55379.39,45118.79,49784
611,33127.55,55727.35,45053.34,50098
612,33435.14,55975.05,44953.57,50198
613,32972.55,56152.24,45178.24,50178
614,32687.3,56612.61,45235.74,50218
615,32556.19,56882.12,45211.51,50201
616,33010.76,56855.01,45142.3,50214
617,32695.12,56584.21,45146.87,50190
618,32252.7,57039.85,45144.32,50387
619,32829.63,57285.27,44878.85,49757
620,32707.72,57340.73,44848.82,50302
621,32542.37,57564.12,44733.47,50322
622,32654.32,57447.81,44794.84,47059
623,32658.29,57853.44,44800.77,47064
624,32319.12,57832.12,44940.54,47098
625,32229.25,58462.47,45204.2,47098
626,31881.73,58237.62,44987.79,47156
627,31652.92,58737.52,45021.4,47175
628,31576.03,59034.48,44855.1,47338
629,31383.62,59054.42,45121.33,47498
630,30761.52,59519.99,45091.04,47498
631,30945.55,59447.6,44872.49,47550
632,30601.19,59608.31,45144.64,47622
633,30486.76,59704.97,44836.79,47622
634,30334.57,59939.83,44700.77,47664
635,30506.05,60273.5,44626.43,47672
636,30403.97,60459.46,44910.07,47677
637,30422.86,60558.65,45094.48,47118
638,29971.98,60726.47,45076.8,47194
639,30220.8,60285.39,44663.37,47353
640,30115.89,60967.14,44822.05,47358
641,29810.3,60691.14,44850.05,47358
642,29871.46,60734.69,45044.35,47375
643,29917.01,60868.03,44870.95,47375
644,29996.13,61221.19,44700.16,47370
645,30310.45,61085.25,44842.92,47380
646,30308.83,61534.96,44842.09,47500
647,30061.6,61453.41,44998.98,47510
648,29532.65,61323.4,45003.39,47515
649,29659.4,61865.21,45188.51,47490
650,29476.19,62092.66,44909.8,47570
651,29238.73,61723.88,45135.41,47570
652,29192.01,62141.64,45042.43,47570
653,28622.39,62655.13,45094.54,47570
654,28538.32,62322.83,45225.74,46074
655,29217.68,62436.12,45523.36,46289
656,29014.51,62640.8,45563.2,46294
657,28927.1,62643.31,45308.52,46304
658,28746.41,62520.47,45356.62,46327
659,28426.16,62484.76,45235.78,46247
660,28175.33,63064.74,45000.51,46252
661,28042.69,63353.69,45147.84,46327
662,27973.35,62951.7,45494.0,46337
663,28333.37,62769.38,45368.9,46122
664,28219.84,63321.28,45140.27,46137
665,28410.48,62976.91,45056.85,46337
666,28512.31,63089.45,45295.77,46753
667,28320.7,63500.72,45409.34,46798
668,28421.53,63509.86,45192.83,46522
669,28013.52,63363.95,45486.15,46526
670,27529.15,63495.52,45274.72,47323
671,27650.46,63340.84,45312.91,47588
672,27775.16,63510.45,45559.06,48641
673,27337.9,63387.35,45402.93,49291
674,27507.53,64221.04,45288.16,49906
675,27281.94,64533.64,45553.3,50020
676,26924.15,64569.93,45645.99,50412
677,27020.77,64358.68,45553.48,50804
678,26476.04,64469.48,45555.25,50805
679,26265.77,64336.02,45568.46,50884
680,25829.29,64781.72,45352.91,50904
681,26016.32,65033.62,45479.06,50925
682,25890.9,64661.71,45686.36,51130
683,25432.3,65048.45,45489.49,51040
684,25723.65,64495.39,45651.51,50952
685,25551.12,65230.5,45307.32,51402
686,25299.26,65607.62,45402.66,51432
687,25369.01,65545.4,45560.27,51426
688,25110.82,65571.56,45426.16,51429
689,25063.3,65857.04,45385.0,51529
690,25003.56,66342.55,45455.21,52365
691,24958.75,66128.79,45314.71,52600
692,24913.6,66503.27,45446.57,53906
693,24219.26,66771.44,45423.51,53966
694,24071.92,66785.66,45379.68,54348
695,23773.9,67423.72,45308.86,54388
696,23928.82,67384.13,45356.07,53996
697,23886.64,66889.82,45473.57,54046
698,23985.36,67361.73,45824.82,54185
699,23653.55,67506.1,45513.19,54215
700,23392.49,67388.34,45479.19,54385
701,23326.56,67668.91,45500.45,54447
702,23619.85,67838.63,45419.04,54567
703,23155.13,67938.53,45447.77,54660
704,23184.81,67777.02,45158.66,54435
705,23719.71,68050.29,45188.82,54483
706,22941.41,68273.95,45021.51,54590
707,22918.3,67675.33,45189.32,54640
708,22431.32,67944.37,45059.41,54640
709,22716.12,67895.09,45275.73,55044
710,22377.63,68035.37,45189.07,55615
711,23199.36,68048.8,45397.52,55655
712,22780.88,68146.82,45242.38,55141
713,22529.69,68316.01,44936.72,55171
714,22252.68,68511.64,45005.02,55221
715,21966.38,68212.11,45167.46,55245
716,21933.2,68269.05,45023.36,55535
717,21958.47,68129.59,44982.25,55580
718,21265.41,68370.44,44853.96,55587
719,21800.41,68945.03,45140.32,55457
720,21874.11,68664.74,45110.24,55462
721,21968.93,68663.12,45465.8,55552
722,22040.27,68441.73,45289.72,55231
723,21561.14,68918.31,45096.33,55317
724,21578.48,68543.38,45024.89,55324
725,21391.35,68773.61,44934.49,55384
726,21001.22,69185.63,44955.92,55494
727,20552.32,68866.31,45093.34,55502
728,19652.58,68612.56,45349.36,55570
