Index,Lower,Upper
282,208483.59,212760.89
283,207874.91,213051.34
284,207611.81,213438.81
285,207489.19,213641.59
286,207075.44,213856.29
287,206665.38,214066.76
288,206640.67,214291.12
289,206273.5,214424.39
290,206187.21,214630.29
291,205951.96,214990.99
292,205607.47,215051.42
293,205426.79,215255.69
294,205348.66,215281.05
295,205355.79,215411.14
296,205172.87,215844.16
297,205142.26,215800.25
298,205095.19,215935.27
299,204856.26,215931.94
300,204487.03,216209.59
301,204467.18,216401.45
302,204258.5,216622.68
303,204144.6,216650.81
304,204181.84,216778.29
305,204061.24,216989.53
306,204001.39,217295.94
307,203925.55,217374.68
308,203550.37,217694.34
309,203565.96,217583.56
310,203460.75,217717.57
311,203170.09,217845.32
312,202833.43,217851.37
313,202864.11,218067.88
314,202716.97,218135.08
315,202807.18,218433.52
316,202932.56,218477.31
317,202983.48,218534.43
318,202880.17,218584.22
319,202710.36,218813.26
320,202705.22,218948.35
321,202338.12,219357.12
322,202596.17,219567.54
323,202149.18,219191.58
324,201867.15,219614.82
325,201798.99,219408.32
326,201493.69,219675.31
327,201394.26,219405.95
328,201271.23,219925.83
329,201510.67,220091.34
330,201230.6,219891.34
331,201210.42,220066.45
332,201037.14,219949.23
333,200824.49,220167.76
334,200552.96,220494.01
335,200518.62,220518.62
336,200524.32,220484.67
337,200459.55,220484.86
338,200653.67,220439.64
339,200311.03,220426.27
340,200041.48,220624.44
341,199908.75,220770.52
342,200345.53,221034.0
343,200214.91,220739.66
344,200476.23,221184.69
345,200312.11,221093.51
346,200436.25,221097.36
347,200418.56,221262.13
348,199823.07,221501.05
349,199750.16,221353.25
350,199806.58,221837.88
351,199540.62,221867.94
352,199708.81,221910.23
