Index,Lower,Upper,Predicted,Actual
116,14284.35,23452.87,18693.72,18993
117,13714.29,24290.5,18704.76,18864
118,12957.02,24937.56,18642.82,19155
119,12287.91,25976.15,18830.05,19564
120,12019.88,26394.63,18943.96,19567
121,11214.98,27141.51,18945.4,19672
122,10969.12,27324.86,19143.57,19684
123,10310.37,28295.2,19199.73,19690
124,9296.23,28490.41,19161.25,19710
125,9145.13,29342.01,19331.48,19830
126,8869.8,29503.08,19156.51,19842
127,8435.24,29860.05,19212.6,19872
128,8036.42,30007.18,19142.23,19885
129,8220.35,30498.81,19142.86,19909
130,8042.55,30619.81,19326.1,20441
131,7521.12,31619.29,19270.35,20461
132,6703.29,32238.63,19309.37,20460
133,6733.19,32357.8,19336.38,20835
134,6340.14,33090.81,19342.57,20878
135,6309.66,33278.18,19059.82,20773
136,6486.44,33554.8,19094.11,20835
137,5658.27,33586.61,19239.61,20935
138,6169.66,34370.16,19051.13,21395
139,4950.77,34567.44,19075.14,21026
140,4106.07,34638.7,18949.16,21050
141,4136.01,34813.52,19045.14,21052
142,3698.4,34969.02,19241.86,21053
143,4044.32,34945.09,19409.79,21062
144,3419.89,36078.51,19210.43,20846
