S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9614111671546247,1.5749249081075742,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,4.852294511342975,2.772588722239781,2.126607708702058,2.0794415416798357,2.079669385693502,2.3978952727983707,2.2742507717885356,2.1972245773362196,0.7676153096495446,0.0,0.5373434014539721,0.9007865453381899,2.1294800354290073,4.248495242049359,4.186878080226094,4.1588830833596715,4.1506020842118785,0.6931471805599453,1.0332589533731744,1.3862943611198906,1.5432834063028429,0.0,0.0,3.4339872044851463,3.216087133860798,2.5470384308950065,3.043747669904068
5.043425116919247,6.037820573098443,2.772588722239781,2.1650658778294685,2.0794415416798357,2.2160058900553805,2.3978952727983707,2.144264708773543,2.1972245773362196,1.5122415757880407,0.0,1.2699124009805312,0.8362480242006186,0.0,4.248495242049359,4.284782127061372,4.1588830833596715,1.751062019777415,0.6931471805599453,0.8398843897182879,1.3862943611198906,2.223073404353012,0.0,0.0,3.4339872044851463,3.3919574650971676,2.5530444549552187,2.855435479157473
5.043425116919247,3.9747762764468657,2.772588722239781,3.1126148045198097,2.0794415416798357,2.2839512769080974,2.3978952727983707,2.3096916963761815,2.1972245773362196,0.6509364472291739,0.0,1.0311205843601037,0.7672551527136671,0.0,4.248495242049359,4.2666856052757485,4.1588830833596715,2.1619401537583376,0.6931471805599453,0.8033012536548954,1.3862943611198906,1.2607784548953438,0.0,0.0,3.4339872044851463,3.7351759428500872,2.559014621941722,2.6968911316762987
5.043425116919247,5.225029743610188,2.772588722239781,2.4312688620676086,2.0794415416798357,2.517942659440691,2.3978952727983707,2.54386969233984,2.1972245773362196,2.817672806427108,0.0,0.027361941699073022,0.6931471805599453,1.3571972299266735,4.248495242049359,4.212897565848142,4.1588830833596715,1.9613393838618562,0.6931471805599453,0.6576414595001289,1.3862943611198906,1.1263614291689925,0.0,0.0,3.4339872044851463,3.317331827644545,2.5649493574615367,3.401859771574039
5.043425116919247,4.813423200561419,2.772588722239781,3.1585423392330245,2.0794415416798357,1.7106359236976512,2.3978952727983707,1.0649796033203303,2.1972245773362196,2.4346012864769646,0.0,0.0,0.6931471805599453,1.856236565944606,4.248495242049359,4.162093212348158,4.1588830833596715,3.8525982562370134,0.6931471805599453,0.8657691724982901,1.3862943611198906,1.374492456818043,0.0,0.0,3.4339872044851463,3.9899926076962027,2.5649493574615367,3.495356365704139
5.043425116919247,5.133265200281558,2.772588722239781,2.8815347354045278,2.0794415416798357,1.8964367942582148,2.3978952727983707,6.538274102821109,2.1972245773362196,1.2212304097159088,0.0,0.5840690225424948,0.6931471805599453,0.532431671289761,4.248495242049359,4.096522745143504,4.1588830833596715,3.7670899836999148,0.6931471805599453,0.8136153601234403,1.3862943611198906,1.6569309086802588,0.0,0.0,3.4339872044851463,3.391180243064513,2.5649493574615367,3.222162826867856
5.043425116919247,4.105953053898562,2.772588722239781,3.8210904469137486,2.0794415416798357,1.1017784278334455,2.3978952727983707,2.0479195241629053,2.1972245773362196,1.5909932084018932,0.0,1.3457324974442528,0.6931471805599453,0.9342364003455755,4.248495242049359,3.869331288977171,4.1588830833596715,2.7013085762388167,0.6931471805599453,0.5492395347440173,1.3862943611198906,0.876323564560485,0.0,0.0,3.4339872044851463,3.296699936024368,2.5649493574615367,3.432654715987689
5.043425116919247,4.9381992959167,2.772588722239781,1.758484137817498,2.0794415416798357,1.557326066121314,2.3978952727983707,1.9237264861233285,2.1972245773362196,0.4388925927414695,0.0,0.38634663602174946,0.6931471805599453,2.42398261759709,4.248495242049359,3.6600176357267813,4.1588830833596715,0.9050060480429638,0.6931471805599453,0.21590578091986917,1.3862943611198906,1.9713802336926574,0.0,0.0,3.4339872044851463,3.2158587783404626,2.5649493574615367,2.8683979403431117
5.043425116919247,5.220341556604684,2.772588722239781,1.9271613641788936,2.0794415416798357,2.250503465851516,2.3978952727983707,4.2333268889583735,2.1972245773362196,0.7626715135276246,0.0,0.8476850317184791,0.6931471805599453,0.0,4.248495242049359,4.411310995062565,4.1588830833596715,3.6147522942170482,0.6931471805599453,0.062397812272600994,1.3862943611198906,2.1198240280603633,0.0,0.0,3.4339872044851463,3.900277690535832,2.5649493574615367,3.8702113454310845
5.043425116919247,4.995327896125426,2.772588722239781,2.7722850709450304,2.0794415416798357,2.2697145045241487,2.3978952727983707,0.8616458262728104,2.1972245773362196,1.437133963626458,0.0,0.17155527278060667,0.6931471805599453,1.6922743578999953,4.248495242049359,4.018170138088339,4.1588830833596715,1.8027280563677022,0.6931471805599453,0.4365536766753939,1.3862943611198906,1.9090123289870924,0.0,0.0,3.4339872044851463,3.72712475648452,2.5649493574615367,2.9272220290885307
5.043425116919247,4.675515544689652,2.772588722239781,2.5446403928673087,2.0794415416798357,3.3371471484846236,2.3978952727983707,2.8866962811001224,2.1972245773362196,0.8059707450226427,0.0,1.097664794009851,0.6931471805599453,1.3969177797963095,4.248495242049359,4.20813062106618,4.1588830833596715,1.2520756102533916,0.6931471805599453,0.7862284845489609,1.3862943611198906,1.6334800079042746,0.0,0.0,3.4339872044851463,3.8513795267654447,2.5649493574615367,3.3604013483744617
