RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,2.978152173855224,3.1354942159291497,3.034396422407087,0.0,0.7610062543628281,3.784189633918261,3.085313968337605,5.181783550292085,3.8379583410065035,3.044522437723423,2.1057506170282494,0.0,0.5844253291553202
3.367295829986474,3.526838962964704,3.1354942159291497,2.6015227698058028,0.0,0.6149073420264277,3.784189633918261,3.8293637814734534,5.181783550292085,5.058245594076755,3.044522437723423,2.5896394443954835,0.0,1.3487916734172023
3.367295829986474,2.9170016858197085,3.1354942159291497,2.16411742497308,0.0,1.8403357504232196,3.784189633918261,4.488203044965393,5.181783550292085,4.532611381253642,3.044522437723423,2.690726447455498,0.0,0.5702908421310561
3.367295829986474,3.379058382243308,3.1354942159291497,3.199039720844647,0.0,0.6812471931633384,3.784189633918261,4.29005911050457,5.181783550292085,4.858983990774414,3.044522437723423,2.6930415915909856,0.0,2.4290110147734385
3.367295829986474,3.4156143754614754,3.1354942159291497,2.895581651776488,0.0,1.5321643596246148,3.784189633918261,3.187027704489246,5.181783550292085,2.6640379784219936,3.044522437723423,2.3563278541598973,0.0,1.944773130885376
3.367295829986474,3.321895752605179,3.1354942159291497,2.419053010545858,0.0,0.7410618339630046,3.784189633918261,3.5756551311915414,5.181783550292085,2.1310197748025024,3.044522437723423,2.8002227141072975,0.0,1.4557235419770593
3.367295829986474,3.5323807240914182,3.1354942159291497,2.303579632288758,0.0,0.0,3.784189633918261,3.2380396068190915,5.181783550292085,2.144682062842478,3.044522437723423,2.6003319105010196,0.0,1.3265601364721813
3.367295829986474,2.7229757479967587,3.1354942159291497,2.442734072077634,0.0,2.6218117244011845,3.784189633918261,5.109692459231834,5.181783550292085,4.429773134921002,3.044522437723423,2.1944685254110987,0.0,0.0
3.367295829986474,2.9686198278958478,3.1354942159291497,2.829797803208022,0.0,1.6081630156871258,3.784189633918261,2.1320595129968467,5.181783550292085,4.005244071250873,3.044522437723423,3.0215093876602768,0.0,2.270231548674354
3.367295829986474,3.3821680441951614,3.1354942159291497,2.914695513619107,0.0,1.2795600583846078,3.784189633918261,2.48647269801803,5.181783550292085,2.8286682757947292,3.044522437723423,2.104914405221714,0.0,0.0
3.367295829986474,2.8964696381461166,3.1354942159291497,2.5798380977042257,0.0,0.23986037443341235,3.784189633918261,3.8238646366775093,5.181783550292085,2.0371326091601265,3.044522437723423,2.7686457374558007,0.0,1.1171893570814633
3.367295829986474,3.0370954633428235,3.1354942159291497,2.7210439901451173,0.0,1.1153484935302604,3.784189633918261,2.2250485807903564,5.181783550292085,4.056120686945236,3.044522437723423,1.9633138517859634,0.0,0.0
3.367295829986474,2.4382613442505057,3.1354942159291497,1.9847991257309954,0.0,0.02105915939596248,3.784189633918261,1.910904979111107,5.181783550292085,5.30777824153481,3.044522437723423,2.3443945784382083,0.0,2.2245449950924288
3.367295829986474,3.5812405341466405,3.1354942159291497,3.0340137657482398,0.0,1.5367695411312954,3.784189633918261,2.347336193335858,5.181783550292085,1.0233406221842807,3.044522437723423,2.640977575497431,0.0,0.8916759703053133
3.367295829986474,3.3453678462810696,3.1354942159291497,3.216306591227911,0.0,0.29856126894752066,3.784189633918261,3.8419758816999368,5.181783550292085,2.822973607835233,3.044522437723423,2.6028192580955674,0.0,0.483078005283348
3.367295829986474,3.3038176316867283,3.1354942159291497,1.755329489298643,0.0,1.6001472997759287,3.784189633918261,4.4971760290710145,5.181783550292085,2.5508272228959883,3.044522437723423,2.153919541717506,0.0,1.7661710506408286
3.367295829986474,2.970673138453461,3.1354942159291497,2.719688021838317,0.0,0.7028372264978107,3.784189633918261,4.586969532205472,5.181783550292085,3.420023733330223,3.044522437723423,1.7018663761115023,0.0,1.206115517882416
3.367295829986474,3.817062756891486,3.1354942159291497,2.671370862376545,0.0,1.266036400253556,3.784189633918261,2.411055371407696,5.181783550292085,1.1927556649921622,3.044522437723423,2.0930370180133493,0.0,2.5300517803751283
3.367295829986474,3.075853046877049,3.1354942159291497,2.8163302320801473,0.0,1.3188524658367,3.784189633918261,4.394306666162006,5.181783550292085,2.9445365136447883,3.044522437723423,2.2226968446849438,0.0,1.2254009542427189
3.367295829986474,3.4699568347473537,3.1354942159291497,2.6517602167549237,0.0,2.18728272209467,3.784189633918261,3.236774373347846,5.181783550292085,3.0792373860300306,3.044522437723423,2.369887362006781,0.0,1.221722731451387
3.367295829986474,2.8687200168766784,3.1354942159291497,3.1919090897305766,0.0,1.296552155832379,3.784189633918261,2.7809485018235036,5.181783550292085,2.5763143764356213,3.044522437723423,3.248379320963089,0.0,0.0
3.367295829986474,2.528166808116919,3.1354942159291497,2.895599324896332,0.0,1.0481239771331379,3.784189633918261,5.180152248755634,5.181783550292085,3.932052059581451,3.044522437723423,1.8497926785716658,0.0,2.7387929439302274
3.367295829986474,3.5719153924565,3.1354942159291497,2.3716335913599598,0.0,0.25271685862171867,3.784189633918261,4.229923130384387,5.181783550292085,3.4290205405812375,3.044522437723423,2.384116632095902,0.0,0.0
