RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.717027701406222,5.7889102285697565,5.814130531825066,5.784063513891475,6.311734809152915,5.8466436187047375,1.9459101490553132,3.0439638211187443,2.833213344056216,2.198097127687656,5.700443573390687,6.299308317472105,4.248495242049359,4.013097087487067
5.720311776607412,4.851523489924139,5.811140992976701,5.487491656410544,6.302618975744905,5.943189194068231,1.9459101490553132,3.304200062759087,2.9444389791664403,4.361088303438054,5.69035945432406,6.739903880571408,4.248495242049359,3.3995185209547514
5.720311776607412,6.029532894840841,5.811140992976701,5.340176397545563,6.313548046277095,5.374771900827252,1.9459101490553132,0.9505163124731877,2.995732273553991,2.6010383834998896,5.680172609017068,5.5331101750685825,4.2626798770413155,3.4964906000177614
5.720311776607412,5.215936575902636,5.811140992976701,5.434687383018333,6.3080984415095305,6.698058563831071,1.791759469228055,1.0122374697711694,2.995732273553991,5.092320896339699,5.631211781821365,5.59651230986572,4.23410650459726,3.7859331136108527
5.726847747587197,4.646223616050665,5.811140992976701,4.924983239218221,6.298949246855942,6.687033643035941,1.791759469228055,2.7550272769117488,3.091042453358316,3.114937071609653,5.634789603169249,6.285329203638643,4.23410650459726,3.533401347578188
5.733341276897746,5.005056800354557,5.811140992976701,5.891566165755353,6.298949246855942,6.5637701854974635,1.791759469228055,3.4361780219783657,2.772588722239781,4.271342105396731,5.66988092298052,5.722481047019523,4.23410650459726,3.9298776067400407
5.703782474656201,5.5219931252388434,5.808142489980444,5.979071415543265,6.278521424165844,5.257177016740596,1.791759469228055,2.935839617467786,2.302585092994046,2.8809789248247935,5.6131281063880705,6.071716309215523,4.23410650459726,4.100381323182755
5.717027701406222,5.456077132250378,5.808142489980444,4.694955309161494,6.278521424165844,7.317398810615284,1.791759469228055,3.300301088434737,2.4849066497880004,5.0023227622826685,5.616771097666572,5.018272513643205,4.23410650459726,4.331288705546795
5.71042701737487,5.7680387717795645,5.808142489980444,6.24217289698827,6.2878585601617845,5.472042025945145,1.791759469228055,2.3856993563883155,2.302585092994046,3.5295034242716037,5.616771097666572,5.1798053827374995,4.23410650459726,3.46689185638504
5.707110264748875,5.868868900521977,5.755742213586912,5.6046070221254025,6.3080984415095305,6.603831925985539,1.791759469228055,3.4358936677764076,2.3978952727983707,3.2636710678198253,5.66988092298052,5.975517937526667,4.23410650459726,3.7611453707599907
5.707110264748875,5.654033140081869,5.755742213586912,6.11668422805433,6.3080984415095305,6.261614856673788,1.791759469228055,2.220112935412017,2.302585092994046,2.9997337080957824,5.66988092298052,6.535456212229892,4.23410650459726,4.10620008589385
