RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.717027701406222,5.786216798969764,5.814130531825066,5.575680214094111,6.311734809152915,6.061981463189354,1.9459101490553132,1.2722324415426787,2.833213344056216,3.6448252339378766,5.700443573390687,5.509950872474033,4.248495242049359,4.291610403860497
5.720311776607412,5.956075519658823,5.811140992976701,5.992788775117847,6.302618975744905,5.872537847392959,1.9459101490553132,2.0831739525655157,2.9444389791664403,3.109821720928175,5.69035945432406,6.301501682224389,4.248495242049359,3.943441996375634
5.720311776607412,4.362010122873345,5.811140992976701,5.210659586361955,6.313548046277095,6.711578308571651,1.9459101490553132,2.655610905105575,2.995732273553991,2.57788780345503,5.680172609017068,6.0897703785858806,4.2626798770413155,4.134386719886228
5.720311776607412,5.740921972974584,5.811140992976701,5.377010833804407,6.3080984415095305,6.3651050980206785,1.791759469228055,3.700044589420915,2.995732273553991,4.636224525289963,5.631211781821365,6.1216834525035,4.23410650459726,3.9517388217413947
5.726847747587197,5.671899166948311,5.811140992976701,5.028398670120743,6.298949246855942,6.186521530817887,1.791759469228055,2.4652780465460626,3.091042453358316,2.6168417021701815,5.634789603169249,5.973127042534009,4.23410650459726,3.9320157387103403
5.733341276897746,5.78132550355365,5.811140992976701,5.824288514202982,6.298949246855942,6.426218335429548,1.791759469228055,3.161945464168612,2.772588722239781,4.116065693815635,5.66988092298052,6.2060077972044425,4.23410650459726,4.278282991318118
5.703782474656201,4.806749138995182,5.808142489980444,4.94579742752515,6.278521424165844,6.677785258984038,1.791759469228055,2.9491110631420336,2.302585092994046,3.2240568109739174,5.6131281063880705,5.105940657260685,4.23410650459726,3.6657552805578675
5.717027701406222,5.710588417675481,5.808142489980444,6.39342889200754,6.278521424165844,6.657975349253858,1.791759469228055,2.8074219918567063,2.4849066497880004,4.908790491290587,5.616771097666572,6.1292266090867695,4.23410650459726,4.258039390900085
5.71042701737487,5.830919923087248,5.808142489980444,5.873545403303607,6.2878585601617845,6.62545788629316,1.791759469228055,2.4070498744546507,2.302585092994046,3.3341855222880366,5.616771097666572,6.106069283315509,4.23410650459726,3.637200277303504
5.707110264748875,5.393249411983787,5.755742213586912,5.635491505444589,6.3080984415095305,5.94313297346074,1.791759469228055,2.1885054615905517,2.3978952727983707,3.5372861916828895,5.66988092298052,5.869738882610566,4.23410650459726,3.2248250702803554
5.707110264748875,5.875261184244411,5.755742213586912,6.029461791572471,6.3080984415095305,6.414868023802543,1.791759469228055,1.7123455378763026,2.302585092994046,3.1362414537475805,5.66988092298052,5.803237830005323,4.23410650459726,3.817619665133466
