S1905_Actual,S1905_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,0.0,4.1588830833596715,1.9811937776869433,1.3862943611198906,1.6807918312538317,2.4849066497880004,3.453359566168024
0.0,0.22494868866485518,4.1588830833596715,2.7074786320794475,1.3862943611198906,1.6424180590939337,2.4849066497880004,2.6934465810287946
0.0,0.45670504933726913,4.1588830833596715,4.9140760349893675,1.3862943611198906,1.5559805171518566,2.498699971920336,2.8625135438801883
0.0,1.1637018879590935,4.1588830833596715,1.888235515466242,1.3862943611198906,1.6966747500340258,2.512305623976115,3.9119167857698587
0.0,1.6801001014423655,4.1588830833596715,2.983436200337291,1.3862943611198906,1.119345978148384,2.5257286443082556,3.106081546569337
0.0,1.782841219297391,4.1588830833596715,2.0187828813517843,1.3862943611198906,1.2669635418602536,2.538973871058276,3.5121739271285524
0.0,0.0,4.1588830833596715,3.0728931794940824,1.3862943611198906,1.9208433456742013,2.5520459526256287,3.0044027698424567
0.0,0.7464385835066671,4.1588830833596715,2.7567118121246623,1.3862943611198906,1.3588350010182437,2.5649493574615367,3.36815317277612
0.0,0.00996731721974875,4.1588830833596715,1.0386809906901713,1.3862943611198906,1.5671287010604398,2.5649493574615367,4.275277123056923
0.0,1.7716755500343955,4.1588830833596715,3.109604986826953,1.3862943611198906,0.9604494214085134,2.5649493574615367,3.4810907949689405
0.0,1.570816617227,4.1588830833596715,3.1426922831502475,1.3862943611198906,1.463575544133923,2.5649493574615367,3.2573552304675846
