Index,Lower,Upper,Predicted,Actual
258,32214.99,46506.91,39360.95,39095.71
259,32159.71,47158.46,39659.09,39086.43
260,32410.65,47788.52,40099.59,39077.14
261,31732.45,47408.06,39570.25,39067.86
262,31550.03,47450.98,39500.5,39058.57
263,31526.57,47588.43,39557.5,39049.29
264,31615.58,47754.76,39685.17,39040.0
265,31678.04,47940.55,39809.29,39080.75
266,31615.29,47936.35,39775.82,39121.5
267,31491.17,47962.05,39726.61,39162.25
268,31453.19,47950.4,39701.8,39203.0
269,31666.43,48256.81,39961.62,39393.0
270,31761.87,48480.72,40121.29,39501.0
271,31853.28,48628.83,40241.05,39546.0
272,31984.4,48738.05,40361.23,39591.0
273,32203.9,49010.09,40606.99,39636.0
274,32293.22,49234.6,40763.91,39681.0
275,32341.41,49314.56,40827.99,39726.0
276,32326.27,49312.52,40819.39,39771.0
277,32447.04,49433.09,40940.07,39767.67
278,32592.32,49436.52,41014.42,39764.33
279,32769.0,49574.2,41171.6,39761.0
280,32875.28,49543.65,41209.47,39757.67
281,33181.23,49486.22,41333.72,39754.33
282,33527.08,49291.65,41409.37,39751.0
283,34219.09,49080.7,41649.9,39798.0
284,33840.0,49998.44,41919.22,39845.0
285,33784.87,50676.62,42230.75,39892.0
286,34029.76,51352.88,42691.32,39908.0
287,33360.86,51003.29,42182.07,39924.0
288,33156.58,51068.06,42112.32,39935.0
289,33097.71,51240.92,42169.32,39946.0
290,33346.56,51677.44,42512.0,40113.0
291,33379.28,52111.62,42745.45,40203.25
292,33241.22,52401.39,42821.3,40293.5
293,32995.95,52766.89,42881.42,40383.75
294,32789.28,53142.58,42965.93,40474.0
295,32743.33,53286.48,43014.91,41292.25
296,32765.23,53563.85,43164.54,42110.5
297,32821.5,53727.02,43274.26,42928.75
298,32903.0,53865.78,43384.39,43747.0
299,33089.29,54171.02,43630.16,43747.5
300,33166.34,54407.81,43787.07,43748.0
301,33170.94,54531.35,43851.15,43742.17
302,33129.6,54555.51,43842.56,43736.33
303,33195.46,54736.54,43966.0,43730.5
304,33304.93,54781.32,44043.12,43724.67
305,33436.78,54969.37,44203.07,43718.83
306,33480.85,55006.57,44243.71,43713.0
307,33722.79,55005.39,44364.09,43715.4
308,33980.58,54891.13,44435.85,43717.8
309,34517.84,54794.85,44656.35,43720.2
310,34214.71,55596.55,44905.63,43722.6
311,34177.85,56216.4,45197.12,43725.0
312,34397.15,56878.08,45637.62,43796.0
313,33696.86,56519.71,45108.29,43786.0
314,33487.46,56589.61,45038.54,43776.0
315,33452.29,56778.94,45115.61,43815.5
316,33521.17,57005.56,45263.36,43855.0
317,33536.88,57238.1,45387.49,44095.0
318,33426.05,57281.98,45354.01,44335.0
319,33255.69,57353.92,45304.8,44575.0
320,33207.83,57405.7,45306.76,44594.67
321,33211.17,57573.94,45392.56,44614.33
322,33287.93,57870.08,45579.0,44634.0
