Index,Lower,Upper,Predicted,Actual
250,4678.39,5691.41,5184.9,5191.83
251,4642.69,5718.71,5180.7,5194.39
252,4619.3,5747.22,5183.26,5196.96
253,4609.41,5776.16,5192.79,5199.52
254,4600.51,5804.2,5202.36,5202.09
255,4594.99,5829.54,5212.27,5204.65
256,4594.14,5847.09,5220.62,5207.22
257,4599.22,5868.95,5234.08,5209.78
258,4600.04,5883.26,5241.65,5212.35
259,4603.15,5897.32,5250.24,5214.91
260,4608.94,5911.39,5260.17,5217.48
261,4600.01,5911.76,5255.88,5220.04
262,4590.15,5912.99,5251.57,5222.61
263,4582.35,5910.89,5246.62,5225.17
264,4576.9,5907.31,5242.11,5227.74
265,4586.4,5913.09,5249.74,5230.3
266,4591.86,5917.18,5254.52,5232.87
267,4593.33,5912.91,5253.12,5235.43
268,4595.42,5907.41,5251.42,5238.0
269,-12184.56,8892.98,-1645.79,5848.0
270,-13386.09,9349.69,-2018.2,5831.0
271,-14596.89,9803.11,-2396.89,5814.0
272,-15809.62,10260.18,-2774.72,5797.0
273,-17024.01,10720.14,-3151.93,5780.0
274,-18243.59,11178.12,-3532.73,5763.0
275,-19460.76,11641.84,-3909.46,5746.0
276,-20680.91,12108.26,-4286.33,5729.0
277,-21901.8,12575.73,-4663.04,5712.0
278,-23117.43,13051.46,-5032.98,5695.0
279,-23169.2,13091.89,-5038.66,5695.23
280,-23220.93,13132.36,-5044.29,5695.46
281,-23272.35,13173.2,-5049.57,5695.69
282,-23325.14,13212.3,-5056.42,5695.92
283,-23373.77,13257.46,-5058.15,5696.15
284,-23427.3,13295.73,-5065.79,5696.38
285,-23479.82,13335.03,-5072.4,5696.62
286,-23531.0,13375.66,-5077.67,5696.85
287,-23596.38,13402.09,-5097.15,5697.08
288,-23661.87,13428.55,-5116.66,5697.31
289,-23727.97,13454.35,-5136.81,5697.54
290,-23793.54,13480.5,-5156.52,5697.77
291,-23847.39,13519.22,-5164.08,5698.0
292,-23866.85,13525.51,-5170.67,5688.79
293,-23892.16,13525.29,-5183.44,5679.58
294,-23917.76,13524.76,-5196.5,5670.37
295,-23942.44,13525.15,-5208.64,5661.16
296,-23966.25,13526.43,-5219.91,5651.95
297,-23995.83,13520.93,-5237.45,5642.74
298,-24024.55,13516.27,-5254.14,5633.53
299,-24052.62,13512.2,-5270.21,5624.32
300,-24084.0,13504.26,-5289.87,5615.11
301,-24111.34,13500.44,-5305.45,5605.89
302,-24140.13,13497.79,-5321.17,5596.68
303,-24168.66,13495.19,-5336.73,5587.47
304,-24191.05,13499.98,-5345.54,5578.26
305,-24206.28,13511.52,-5347.38,5569.05
306,-24221.44,13523.09,-5349.17,5559.84
307,-24236.25,13535.01,-5350.62,5550.63
308,-24252.43,13545.16,-5353.63,5541.42
309,-24264.43,13561.36,-5351.53,5532.21
310,-24281.31,13570.65,-5355.33,5523.0
311,-24283.14,13384.67,-5449.24,5501.0
