,Actual_last_5_vals,Mean_Simulation,Simulated_20,Simulated_9,Simulated_3,Simulated_7,Simulated_6,Simulated_1,Simulated_5,Simulated_19,Simulated_23,Simulated_22,Simulated_28,Simulated_29,Simulated_13,Simulated_0,Simulated_25,Simulated_2,Simulated_4,Simulated_27,Simulated_17,Simulated_21,Simulated_10,Simulated_26,Simulated_12,Simulated_8,Simulated_16,Simulated_24,Simulated_15,Simulated_14,Simulated_11,Simulated_18
0,53360.55555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53362.66666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53364.77777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,53366.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,53369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94,51408.94
6,,51465.19,51731.55,51102.73,51696.0,52294.38,51315.15,49083.04,55778.19,52762.88,48005.83,47051.69,51982.01,54468.62,50867.24,51789.94,48547.94,46851.83,50647.61,52096.6,44994.35,53155.55,46922.03,52226.68,52872.58,53727.09,52023.09,56958.18,55249.74,52185.97,51439.79,54127.37
7,,51572.4,51836.5,54617.83,57156.83,49438.89,51028.93,51969.44,46528.68,48859.53,55161.83,48603.06,51440.15,54167.89,52782.39,49171.88,52222.53,52946.35,50178.93,45920.47,50015.16,54326.47,51181.72,54505.31,48443.53,53003.05,54532.6,55324.76,45342.64,53083.6,54115.02,49266.09
8,,51027.32,52107.1,51396.22,49804.71,49415.51,51175.92,53532.75,48722.25,46521.81,51575.84,51052.69,51985.52,49167.99,50661.48,47618.17,49494.58,53044.26,55719.75,52148.31,52257.75,49255.35,48676.36,51966.54,56551.97,58093.59,50728.02,47648.53,49461.02,47400.55,56084.53,47550.6
9,,51396.87,56433.31,53724.37,53351.9,54165.78,49537.23,46469.52,50555.11,53054.07,51499.97,52061.53,51888.08,52343.01,49062.95,48018.45,48683.56,50605.84,50513.31,48408.94,50845.28,49237.39,55059.26,49815.35,55809.32,49413.55,53017.25,49293.02,47987.45,48277.74,57723.34,55050.15
10,,51920.95,53985.63,52055.18,50664.94,45633.43,53948.85,50452.77,56720.79,51525.81,55889.77,48790.22,53016.04,53705.95,51581.06,52511.84,51529.73,51758.97,53618.28,53038.44,47566.2,50608.83,51307.66,48789.44,52424.63,51266.33,53355.53,51597.01,53157.07,47883.18,55042.29,54202.52
11,,51058.58,48984.25,56362.59,50354.15,53123.19,56529.79,50490.79,51143.33,48342.88,50066.64,52031.14,47312.55,52683.01,45631.29,50941.31,51954.61,53427.34,53508.99,48594.5,52266.98,48501.14,48793.17,52389.28,49254.95,47645.38,52367.8,54662.16,48873.52,52585.52,49547.88,53387.4
12,,51194.66,53028.08,50577.75,53380.66,52612.23,54173.49,52852.79,52034.05,52846.17,51319.23,48072.2,48887.81,51207.35,50427.24,45962.89,44655.02,48256.6,51143.57,53955.37,51992.67,51391.68,53467.33,51796.64,51305.56,52416.19,53428.27,51922.13,46648.21,49366.82,53637.93,53073.92
13,,51405.62,48738.2,53002.54,57519.59,50057.64,51386.56,50987.06,51709.66,56027.7,53552.15,50148.11,50430.74,49244.56,52037.32,47154.41,53178.59,49623.93,53248.4,51687.09,49858.94,48649.26,52445.4,56025.95,56447.96,48177.03,45221.58,52906.8,47397.59,49926.95,57871.08,47505.82
14,,50972.42,49956.56,52248.86,51481.43,54024.22,49771.95,48780.11,53467.44,51950.77,48848.84,54360.95,48203.96,50639.41,52426.35,53485.12,49761.19,51565.55,58357.05,52084.24,50063.71,49759.9,49121.48,51519.79,50035.23,51286.43,51365.32,53399.72,51033.89,45275.09,46958.73,47939.39
15,,50926.67,50229.55,51793.55,50214.58,52841.65,53213.8,50888.04,51067.03,52443.07,50750.76,50666.19,48728.1,47551.22,47989.71,50456.02,47216.42,47156.47,54419.22,54198.27,49800.86,54945.15,43242.25,51614.67,50747.6,52245.05,45667.12,55691.7,51207.2,52064.52,55345.52,53404.86
16,,51429.89,51775.11,47209.72,49849.77,50257.13,53125.78,52696.78,54884.94,53602.94,55642.3,54041.11,49222.06,51384.5,55725.93,50440.82,50415.44,49558.73,52599.36,52287.67,53538.46,54106.33,47324.1,54679.66,52238.87,52483.89,48499.57,53943.22,46041.01,50060.75,49096.82,46163.83
17,,51900.96,49133.93,52088.87,51856.32,51471.26,50390.56,50513.32,49506.05,49931.13,54024.62,51891.58,48956.22,47927.13,50446.12,51328.17,51126.12,50496.1,53851.37,59676.74,58028.81,50876.04,53804.4,49878.72,48476.73,53440.75,50584.95,53720.97,56140.33,49845.23,54162.68,53453.65
