Index,Lower,Upper
156,49870.01,84963.26
157,50128.14,85357.22
158,50864.75,86092.24
159,51158.29,85939.33
160,51931.53,86847.66
161,52549.69,87714.14
162,53546.67,88464.04
163,53677.48,88529.47
164,54333.68,89557.56
165,54895.31,90040.4
166,55276.86,90397.15
167,55536.9,90520.77
168,56232.68,91881.01
169,56408.2,91508.63
170,57230.36,92018.07
171,58112.31,93278.92
172,58370.51,92448.25
173,58513.34,93267.14
174,59157.53,93480.94
175,59408.22,93879.95
176,60627.62,94414.32
177,60696.41,94433.45
178,60756.97,94593.84
179,61111.43,93997.7
180,61782.08,95101.82
181,61805.48,94719.09
182,62056.36,94862.64
183,62663.4,94690.01
184,63228.33,95620.52
185,63663.34,95194.7
186,63811.99,95575.1
187,64192.18,95678.79
188,64460.26,94656.54
189,64902.0,94985.36
190,64811.17,95684.99
191,65432.22,95484.63
192,65067.75,95497.21
193,66558.73,95444.49
194,65874.51,95659.25
