Index,Lower,Upper
260,13698.51,15642.18
261,13698.84,15622.09
262,13707.33,15629.68
263,13734.09,15612.74
264,13737.8,15634.52
265,13739.09,15592.82
266,13742.65,15563.37
267,13762.45,15588.16
268,13752.75,15562.57
269,13829.64,15586.82
270,13804.76,15554.51
271,13810.9,15573.73
272,13797.22,15531.55
273,13810.55,15548.28
274,13838.59,15550.07
275,13850.1,15528.85
276,13866.15,15512.77
277,13884.09,15534.79
278,13891.53,15516.35
279,13886.55,15496.62
280,13899.46,15501.91
281,13909.53,15478.83
282,13947.08,15479.82
283,13926.59,15478.55
284,13936.3,15439.45
285,13981.93,15469.25
286,13949.48,15447.13
287,13981.05,15462.91
288,13954.6,15410.44
289,13980.49,15436.84
290,14000.33,15451.72
291,14003.74,15409.44
292,13992.11,15398.06
293,14029.58,15425.09
294,14016.83,15399.96
295,14030.31,15390.03
296,14034.38,15374.74
297,14055.03,15369.82
298,14034.87,15367.76
299,14062.34,15347.07
300,14072.12,15330.38
301,14047.04,15328.02
302,14047.49,15327.4
303,14055.08,15325.7
304,14047.39,15292.52
305,14049.61,15262.38
306,14087.52,15290.86
307,14055.73,15256.38
308,14047.79,15284.47
309,14056.78,15240.81
310,14045.81,15231.97
311,14056.96,15215.44
312,14051.71,15192.73
313,14023.16,15182.68
314,14047.92,15200.55
315,14059.89,15184.83
316,14045.77,15151.23
317,14074.54,15226.68
318,14065.6,15269.84
319,14073.97,15322.24
320,14112.32,15366.6
321,14146.16,15390.05
322,14160.42,15436.86
323,14159.37,15475.86
324,14193.45,15492.05
325,14214.59,15551.04
