Index,Lower,Upper
98,168883.21349443606,283341.8139342493
99,168775.93149542503,284868.8194622391
100,172181.41222551666,290938.46975392103
101,172895.34441878033,291905.46164977824
102,174413.5126804953,296293.6590101776
103,178122.06592504962,301206.9734374666
104,179182.65576540687,301648.43786031415
105,181332.26403858172,308111.8625581615
106,179892.1684159479,321538.2271565817
107,167908.6107170682,358335.970949283
108,169267.05040113136,372893.9749954681
109,172474.26266358406,391880.9664235753
110,172547.20088796463,402924.09329325147
111,175245.3887902593,428101.9452179528
112,170372.51268213612,446481.5413803482
113,176257.16449006082,455998.50905884005
114,185925.11440098178,458186.4326443377
115,190339.24621948123,468160.3037786552
116,190709.41014911642,475121.58806647966
117,192881.77742861604,478306.4759077063
118,197208.1860341611,492977.5304983357
119,200572.10122881318,498432.6869396697
120,204940.13374766975,517991.1276020155
121,212176.3886639975,522378.0261544923
122,220182.85726861894,536645.2741094324
