Index,Lower,Upper
232,3018.74,4537.79
233,3025.06,4517.85
234,3071.51,4521.49
235,3050.35,4543.22
236,3066.56,4503.09
237,3108.88,4547.5
238,3101.96,4529.97
239,3125.87,4539.33
240,3102.73,4532.87
241,3139.52,4550.8
242,3151.33,4519.56
243,3190.1,4517.43
244,3199.17,4536.5
245,3192.42,4528.8
246,3236.07,4521.15
247,3229.46,4524.48
248,3215.53,4532.36
249,3239.59,4526.07
250,3262.47,4522.37
251,3241.43,4500.8
252,3256.27,4515.04
253,3268.32,4478.71
254,3249.46,4466.67
255,3293.35,4495.11
256,3285.89,4465.2
257,3297.16,4464.38
258,3306.44,4465.19
259,3291.46,4434.32
260,3314.41,4451.15
261,3298.51,4458.31
262,3343.9,4461.18
263,3332.46,4439.13
264,3353.25,4459.15
265,3350.21,4441.3
266,3364.23,4462.76
267,3374.88,4445.94
268,3376.1,4450.87
269,3415.6,4440.13
270,3411.6,4439.82
271,3421.06,4456.7
272,3422.29,4439.95
273,3431.09,4436.93
274,3416.88,4436.22
275,3449.04,4421.59
276,3426.94,4419.14
277,3460.3,4420.35
278,3463.75,4405.35
279,3456.39,4401.93
280,3462.33,4407.63
281,3450.01,4384.8
282,3477.74,4382.48
283,3471.18,4369.44
284,3476.48,4374.83
285,3493.1,4389.83
286,3483.75,4362.11
287,3508.25,4367.49
288,3514.07,4366.97
289,3498.68,4358.6
