Index,Lower,Upper
184,3911.96,4152.8
185,3905.73,4146.08
186,3911.82,4144.53
187,3909.04,4136.44
188,3907.91,4138.81
189,3907.3,4136.42
190,3905.94,4134.23
191,3911.51,4149.47
192,3903.73,4181.71
193,3887.37,4254.07
194,3863.1,4344.5
195,3831.71,4445.93
196,3823.28,4562.17
197,3767.69,4687.9
198,3770.57,4824.07
199,3775.83,4960.84
200,3748.9,5110.25
201,3729.91,5265.98
202,3759.44,5396.26
203,3763.04,5494.51
204,3815.92,5598.94
205,3791.45,5703.75
206,3881.92,5832.81
207,3855.24,5881.37
208,3883.35,5951.73
209,3931.98,5995.58
210,3934.6,6023.75
211,3983.97,6076.56
212,4037.25,6097.88
213,4074.82,6124.25
214,4071.71,6123.99
215,4125.63,6169.8
216,4126.55,6159.41
217,4157.07,6149.8
218,4174.43,6152.97
219,4202.96,6162.18
220,4227.47,6211.91
221,4255.2,6227.13
222,4301.03,6303.81
223,4323.92,6402.86
224,4351.69,6495.91
225,4353.67,6615.0
226,4395.79,6719.05
227,4434.64,6769.13
228,4513.65,6909.38
229,4499.05,6982.79
