Index,Lower,Upper
233,2049.48,8755.24
234,2058.83,8766.39
235,2147.32,8589.74
236,2179.25,8535.5
237,2215.38,8568.81
238,2086.17,8475.25
239,2216.56,8392.43
240,2164.96,8387.02
241,2289.42,8401.97
242,2165.91,8349.58
243,2328.94,8312.4
244,2200.16,8247.39
245,2365.8,8168.14
246,2314.09,8323.54
247,2399.37,8271.33
248,2446.49,8089.72
249,2293.09,8114.27
250,2462.17,8037.36
251,2389.58,7912.82
252,2513.56,7849.9
253,2484.09,7977.66
254,2500.22,7936.52
255,2542.52,7903.97
256,2563.89,7844.72
257,2703.2,7735.27
258,2699.38,7768.49
259,2686.64,7700.4
260,2612.18,7750.45
261,2619.42,7671.16
262,2690.49,7633.83
263,2744.74,7648.78
264,2774.19,7619.29
265,2753.77,7590.91
266,2796.28,7634.69
267,2894.0,7599.67
268,2873.43,7576.15
269,2915.71,7525.47
270,2981.67,7529.1
271,3043.93,7498.0
272,3007.61,7615.99
273,3075.91,7642.11
274,3169.81,7576.26
275,3204.23,7577.18
276,3278.98,7595.65
277,3253.36,7636.33
278,3243.38,7685.72
279,3353.16,7641.0
280,3446.56,7668.96
281,3486.3,7690.45
282,3523.42,7696.73
283,3621.33,7723.0
284,3557.59,7694.63
285,3704.04,7764.02
286,3692.2,7838.03
287,3805.9,7794.38
288,3829.38,7831.66
289,3899.36,7894.65
290,3972.72,7898.05
291,3924.12,7894.72
