Index,Lower,Upper
235,16160.75,20723.11
236,16192.89,20551.05
237,16177.41,20667.82
238,16099.27,20602.69
239,15845.21,20515.34
240,15663.86,20426.89
241,15495.91,20314.6
242,15260.59,20239.95
243,14914.87,20236.13
244,14697.8,20086.04
245,14434.6,20011.29
246,14295.26,19839.99
247,14039.38,19871.96
248,13987.25,19770.12
249,13854.93,19688.28
250,13747.02,19639.47
251,13630.75,19485.0
252,13526.44,19437.99
253,13413.05,19297.56
254,13219.64,19246.38
255,13339.74,19164.65
256,13186.65,19007.89
257,13199.87,19010.31
258,12945.63,18868.62
259,13128.63,18802.89
260,12993.26,18779.22
261,12944.11,18778.31
262,12906.42,18676.44
263,12868.1,18487.89
264,12790.13,18471.17
265,12907.88,18363.0
266,12878.51,18404.03
267,12803.64,18296.53
268,12737.15,18227.1
269,12774.58,18286.74
270,12765.56,18104.75
271,12725.87,18044.91
272,12714.9,17979.13
273,12670.6,17894.38
274,12668.28,17872.54
275,12682.42,17885.46
276,12656.69,17742.03
277,12718.6,17766.09
278,12623.36,17654.23
279,12612.58,17622.73
280,12686.02,17645.35
281,12717.91,17565.9
282,12589.43,17456.69
283,12623.34,17454.86
284,12648.44,17397.86
285,12605.74,17366.84
286,12681.19,17328.03
287,12661.84,17287.6
288,12628.83,17221.03
289,12662.75,17199.53
290,12715.07,17124.6
291,12733.71,17104.23
292,12694.6,17082.26
293,12684.84,17065.02
