Index,Lower,Upper
116,24042.757460772624,28463.67545900988
117,24214.88722641422,28553.559024892984
118,24212.25422659782,28554.22553834986
119,24199.807362461383,28509.924915112064
120,24317.351969482243,28504.691357012347
121,24277.016159430943,28418.58760865764
122,24354.702206097958,28559.41134776919
123,24429.03276733982,28483.03771027978
124,24377.948112135207,28480.30603180839
125,24435.07195421341,28449.381534109278
126,24451.100912980553,28462.122175183096
127,24489.585506372023,28491.259045899624
128,24582.893781520695,28435.32850761505
129,24664.739786244787,28402.193663567094
130,24567.89206987784,28453.216810916256
131,24649.097905671726,28394.72793992021
132,24690.159141113614,28410.911586190803
133,24683.799924860865,28401.78448396152
134,24745.530588704278,28342.070062380226
135,24735.288674550287,28355.85039571282
136,24830.013808108513,28364.12046209396
137,24888.89372572986,28319.824194139415
138,24891.140433622517,28305.47602149109
139,24863.13550444883,28354.892828390017
140,24948.548706210164,28360.270193826607
141,24947.311271544837,28335.312297891145
142,25011.437423079813,28348.785396141146
143,25016.55233257836,28282.87261769161
144,25013.37849115698,28316.225857660535
145,25077.09286450956,28293.51082536792
