RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.0,0.5357143502130369,0.04691691978775157,0.794859720905366
0.0,0.3872223263254516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04274154837727106,0.6214095465984593,0.0,2.2923901559779036,0.04274154837727106,0.0
0.0,0.4302570602643715,0.0,0.0,0.0,0.026233853902916777,0.0,0.0,0.0,0.10086431714364158,0.0,0.4489324819491773,0.038548670117235125,0.5970692560262854,0.0,0.7082480170803823,0.038548670117235125,0.0
0.0,1.0641038190225762,0.0,0.15765332762580672,0.0,0.14214989839402456,0.0,1.8243373766256217,0.0,0.0,0.0,0.0,0.03433813758089155,0.680667833291843,0.0,0.3162485037769653,0.03433813758089155,0.7899615284662034
0.0,0.3698593697074264,0.0,0.6562683168681342,0.0,0.0,0.0,0.5114278994190022,0.0,0.11442474012772302,0.0,0.0,0.03010980147137047,1.444443052361199,0.0,1.9245852562971217,0.03010980147137047,1.061556065825047
0.0,0.0,0.0,1.3134531100987488,0.0,0.0,0.0,0.0,0.0,0.13726978651350183,0.0,0.0,0.025863510589919297,0.30647494351403076,0.0,1.6094484093364234,0.025863510589919297,0.6975984798824353
0.0,0.0,0.0,0.0,0.0,0.4968970288559664,0.0,0.5182080119745195,0.0,0.0,0.0,0.01163026493332333,0.021599111803461798,0.7546441770116318,0.0,0.0,0.021599111803461798,0.0
0.0,0.8087496546106557,0.0,1.0680814509987722,0.0,0.0,0.0,0.0,0.0,1.0287904267461019,0.0,0.058412790210413665,0.017316450011460875,0.900106730324431,0.0,0.5305144518038823,0.017316450011460875,0.879990878622555
0.0,0.0,0.0,0.6240042729198281,0.0,0.0,0.0,0.6788826427869343,0.0,0.03852811019123428,0.0,0.412756759856222,0.0130153681120703,1.06425842409705,0.0,2.325064458101723,0.0130153681120703,1.6386991684125025
0.0,0.42160856668588453,0.0,0.3373974119129447,0.0,0.37162710626036866,0.0,0.0,0.0,0.016149710955087992,0.0,0.0,0.008695706967553821,0.6489733102353576,0.0,0.5808422176595585,0.008695706967553821,1.1867307885445317
0.0,0.04595131730213965,0.0,0.0,0.0,0.13862060926369027,0.0,0.0,0.0,0.0,0.0,0.11836759814780212,0.00435730536895569,1.143281094401931,0.0,0.10522127687772365,0.00435730536895569,0.9625674725190334
0.0,0.0,0.0,0.1632658235828756,0.0,0.032204026507619096,0.0,0.0,0.0,0.0,0.0,0.3914643072539449,0.0,1.3603452595783558,0.0,0.06346971954021635,0.0,0.0
