S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303
5.786897381366708,5.94990146156215,5.717027701406222,5.904414967983423,5.814130531825066,5.365011467177636,6.311734809152915,6.98435578316574,1.9459101490553132,2.1469787621848733,2.833213344056216,4.815262251042206,5.700443573390687,5.388559488848623
5.783825182329737,5.359021775625639,5.720311776607412,5.606375477196316,5.811140992976701,5.459172997637137,6.302618975744905,5.809150307077389,1.9459101490553132,1.5942987613193258,2.9444389791664403,3.567717365113616,5.69035945432406,5.454839981971874
5.7745515455444085,6.275351278712516,5.720311776607412,5.8695079962055035,5.811140992976701,5.4036042174725205,6.313548046277095,6.235384598279053,1.9459101490553132,3.5649097648218993,2.995732273553991,3.174324250578287,5.680172609017068,6.080542637778556
5.755742213586912,5.791362453317694,5.720311776607412,5.477568276160451,5.811140992976701,5.959235555499911,6.3080984415095305,6.379643417492707,1.791759469228055,0.8228686305160442,2.995732273553991,2.33777906621867,5.631211781821365,6.095485287472425
5.765191102784844,6.522190488334484,5.726847747587197,4.216611305395045,5.811140992976701,6.071469470022434,6.298949246855942,5.361904092623667,1.791759469228055,3.489303754653328,3.091042453358316,1.7588842287638362,5.634789603169249,5.286522489707041
5.765191102784844,5.774681565860674,5.733341276897746,5.657147111141587,5.811140992976701,5.977753265012158,6.298949246855942,6.258032177979906,1.791759469228055,2.2495747230658476,2.772588722239781,3.884763510711554,5.66988092298052,5.648843561473084
5.75890177387728,5.7210878525637625,5.703782474656201,6.162205407158497,5.808142489980444,5.174598838987032,6.278521424165844,6.723094799526457,1.791759469228055,2.92393464308984,2.302585092994046,4.290773243721836,5.6131281063880705,5.483190921236312
5.7745515455444085,5.57889404553518,5.717027701406222,5.982410580965734,5.808142489980444,5.647089367349299,6.278521424165844,5.692909488873047,1.791759469228055,2.7828574031978364,2.4849066497880004,3.654116802953258,5.616771097666572,5.044530109602826
5.765191102784844,5.260181854030527,5.71042701737487,5.16078264142079,5.808142489980444,5.585322536182747,6.2878585601617845,6.07878266925525,1.791759469228055,1.519131095863739,2.302585092994046,4.457512506170912,5.616771097666572,5.858847844148855
5.777652323222656,5.469447009642763,5.707110264748875,5.646275360816995,5.755742213586912,5.87668591642303,6.3080984415095305,6.973586464770184,1.791759469228055,2.315074387126292,2.3978952727983707,2.9094247063281986,5.66988092298052,5.508187517021707
5.777652323222656,5.905820929038835,5.707110264748875,5.651590086372843,5.755742213586912,5.4533724263755845,6.3080984415095305,5.40153775597722,1.791759469228055,1.2365638114488664,2.302585092994046,4.565116897415339,5.66988092298052,5.967214304158271
