S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303
5.786897381366708,5.960572193391837,5.717027701406222,5.482507934288069,5.814130531825066,5.6600336558780695,6.311734809152915,5.980666690377404,1.9459101490553132,2.4479696348433917,2.833213344056216,3.1536236980973458,5.700443573390687,5.632756095267893
5.783825182329737,6.98412145698391,5.720311776607412,5.7432898643094275,5.811140992976701,5.321141396799301,6.302618975744905,6.509578529813519,1.9459101490553132,2.196368755911265,2.9444389791664403,3.6673787058087077,5.69035945432406,6.541824609838269
5.7745515455444085,5.805446713682755,5.720311776607412,4.10106676450998,5.811140992976701,5.43664897070921,6.313548046277095,5.600154846863849,1.9459101490553132,2.639749192814395,2.995732273553991,3.0366011833741777,5.680172609017068,5.258239245377828
5.755742213586912,6.089022518287128,5.720311776607412,5.801095282281806,5.811140992976701,6.441509834472254,6.3080984415095305,6.813674572619749,1.791759469228055,0.0,2.995732273553991,3.842019161477023,5.631211781821365,5.441560864888405
5.765191102784844,6.095767976131939,5.726847747587197,5.5902749757667305,5.811140992976701,5.727059474033334,6.298949246855942,6.166146395036444,1.791759469228055,3.281685433660181,3.091042453358316,3.2697992694199525,5.634789603169249,5.379637849103163
5.765191102784844,6.378708337783666,5.733341276897746,5.123271698637332,5.811140992976701,5.725044246312521,6.298949246855942,5.531498417968463,1.791759469228055,3.1876670869591446,2.772588722239781,3.2688134048321267,5.66988092298052,5.9233267796389315
5.75890177387728,6.318464955883038,5.703782474656201,5.488934812928492,5.808142489980444,5.892395557012591,6.278521424165844,5.68640911870353,1.791759469228055,2.3737971724928437,2.302585092994046,3.8419569053520446,5.6131281063880705,6.28226558761817
5.7745515455444085,6.097804379262633,5.717027701406222,5.324454683887911,5.808142489980444,5.5841101327577025,6.278521424165844,5.4779651162064535,1.791759469228055,1.505376783436758,2.4849066497880004,4.41033862471086,5.616771097666572,4.947236121221652
5.765191102784844,6.223659087699285,5.71042701737487,5.693069985435014,5.808142489980444,6.297311315101462,6.2878585601617845,7.087061277581549,1.791759469228055,0.6823372960730496,2.302585092994046,2.1751699664749795,5.616771097666572,5.638345175404938
5.777652323222656,6.45974441069216,5.707110264748875,4.577727318988485,5.755742213586912,5.569194184882326,6.3080984415095305,6.310799395008163,1.791759469228055,2.7366672748750274,2.3978952727983707,3.4167658394881815,5.66988092298052,6.743661019334797
5.777652323222656,5.094544085750233,5.707110264748875,5.1845276686256865,5.755742213586912,5.186272033326051,6.3080984415095305,6.7160109235934575,1.791759469228055,3.274704673477764,2.302585092994046,2.726125753888182,5.66988092298052,6.247062247102844
