S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.19903756679548096,0.0,0.0627247989161265,0.7908364257211205,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.09570708395718364,0.6143608525794846,0.0,0.5357143502130369,0.09570708395718364,0.794859720905366
0.0,0.0,0.0,0.0,0.7667871704884506,2.626465023643644,0.0,0.036090504643306986,0.0,0.3330834416488458,0.0,0.37778748895701214,0.09173093557754416,0.9829935312896678,0.0,1.1761599969867997,0.09173093557754416,0.8897430268146324
0.0,0.3221576835037217,0.0,0.0,0.7421452665515222,2.119164526320369,0.0,2.334611222175034,0.0,0.08501904708035397,0.0,0.44452513714318015,0.08773891430800683,0.7191159573838904,0.0,0.9999952755424754,0.08773891430800683,0.5908202171641308
0.0,1.11834118951963,0.0,0.3553042744971179,0.71688076489204,2.3872112289259952,0.0,0.0,0.0,0.0,0.0,0.33749457708807484,0.08373089291046804,0.6106739748307211,0.0,0.0,0.08373089291046804,1.0465623227723793
0.0,0.6296913184701993,0.0,0.0,0.6909613873399651,1.9929276262384683,0.0,0.0,0.0,0.0,0.0,0.20305965104792137,0.07970674261074254,0.4271731519597036,0.0,1.6265611882429405,0.07970674261074254,0.5796470264493224
0.0,0.35602577135124913,0.0,0.1370459004103975,0.6643522786120012,2.8488504381785287,0.0,1.1142678050376358,0.0,0.37513490124466975,0.0,0.06369143524132537,0.0756663330737376,1.2280402052959172,0.0,0.0,0.0756663330737376,0.04010724273008781
0.0,0.5573400665614069,0.0,0.0,0.6370157244482506,2.6094239812570463,0.0,0.33416055896303576,0.0,1.0754398275762473,0.0,0.16556563177548855,0.07160953237812315,0.6114166589624462,0.0,1.6458578004016853,0.07160953237812315,2.4152371334432896
0.0,1.1666259960806113,0.0,0.3289972813368125,0.6089108301281418,2.152917939824124,0.0,0.776113869971122,0.0,0.09022378218052526,0.0,0.02863207402021611,0.06753620699048736,0.02837754861239017,0.0,0.0,0.06753620699048736,0.7101152555925669
0.0,0.05016445092600333,0.0,0.0,0.5799931524885629,2.5923527432017175,0.0,0.0,0.0,0.24042959482067272,0.0,0.14901110430286166,0.06344622173896218,0.65630129312914,0.0,0.0,0.06344622173896218,1.259532955232432
0.0,0.3614901134056359,0.0,0.0,0.5502142771329512,2.769608589392855,0.0,0.7893082994838012,0.0,0.7438453843092281,0.0,0.2116092959709905,0.059339439786308804,0.12175525024242673,0.0,0.5956680438244324,0.059339439786308804,1.4444163891190631
0.0,0.028612374936121565,0.0,0.18416001035042492,0.5195213307335447,1.4305755958787199,0.0,1.4522283091748351,0.0,0.15701676228304248,0.0,0.04977389456316298,0.055215722602446685,1.0522516275615907,0.0,0.009719964182829721,0.055215722602446685,0.6885088606637111
0.0,0.5272839665977527,0.0,0.0,0.4878564160895768,2.292359693696985,0.0,0.6387928959843543,0.0,0.21972682661877452,0.0,0.2969440703458815,0.05107492993641532,1.8542126432428176,0.0,0.0,0.05107492993641532,1.0558051937333193
0.0,0.30815712242717397,0.0,0.0,0.45515595477864185,0.19467994734846394,0.0,0.469887088871733,0.0,0.24975255460105383,0.0,0.20933524622102925,0.04691691978775157,0.0,0.0,1.949925387293391,0.04691691978775157,0.42295062584777704
0.0,0.671881355657808,0.0,0.1722364453163867,0.4213499186481877,2.846501401100748,0.0,0.6291483921127794,0.0,0.18068920756111584,0.0,0.0,0.04274154837727106,0.2542533783477593,0.0,0.47423827974759414,0.04274154837727106,1.2563737937155777
0.0,0.0,0.0,0.0,0.3863609267981219,2.3102031773328564,0.0,1.0808689483821026,0.0,0.10001578271244999,0.0,0.1527186310165952,0.038548670117235125,1.0308706230906903,0.0,1.742533147086252,0.038548670117235125,0.0
0.0,0.7115816153552981,0.0,0.31169731980572996,0.3501031787754985,1.338610991464807,0.0,0.0,0.0,0.0,0.0,0.0,0.03433813758089155,0.47756101168303905,0.0,1.9390829721467044,0.03433813758089155,0.0
0.0,0.3261520316961939,0.0,0.4479699749261523,0.3124811869859139,1.9157918107789729,0.0,0.036426330402819396,0.0,0.04392630191472856,0.0,0.06281191836816478,0.03010980147137047,1.0920276532590716,0.0,0.17781239025911472,0.03010980147137047,1.4160714048691987
0.0,0.5723079663919132,0.0,0.35913872915899425,0.27338826119463594,1.8071905874976986,0.0,0.0,0.0,0.2292508141588894,0.0,0.12886151510274188,0.025863510589919297,1.0196047740623742,0.0,0.28524198619882807,0.025863510589919297,1.6429096122382643
0.0,0.0,0.0,0.2133456114260468,0.23270468455819335,1.602243442387932,0.0,0.09706679477915003,0.0,0.0,0.0,0.09133460059853536,0.021599111803461798,1.1956142072434632,0.0,0.0,0.021599111803461798,1.21843868695195
0.0,0.6448343247162638,0.0,0.24668453720968933,0.19029550263309924,1.8987638953784545,0.0,0.0,0.0,0.1420497120680801,0.0,0.14104880804426415,0.017316450011460875,0.0,0.0,0.5720361691268306,0.017316450011460875,0.8869921793548748
0.0,0.0,0.0,0.9735601995573681,0.1460078224319825,3.1051240690365223,0.0,1.695222086922779,0.0,0.26422381804550926,0.0,0.19865645009209656,0.0130153681120703,0.799038540003084,0.0,0.41231190525765393,0.0130153681120703,0.4610936073586333
0.0,0.31932003966159395,0.0,0.1318024182831958,0.09966748517328153,1.560267891494544,0.0,1.6950193200314034,0.0,0.5914069904488412,0.0,0.01833877023424181,0.008695706967553821,0.21021404965612872,0.0,0.6135561955436624,0.008695706967553821,2.225966028094736
0.0,0.7729550457450998,0.0,0.0,0.05107492993641579,3.327700089649918,0.0,0.42394019705501096,0.0,0.07277167813332422,0.0,0.0,0.00435730536895569,0.8630193107665787,0.0,2.064786803015354,0.00435730536895569,1.4711673274587183
0.0,0.0,0.0,0.3497076744855031,0.0,2.8115574952503897,0.0,1.1709371826610635,0.0,0.12821176726732345,0.0,0.0,0.0,0.8077647442718688,0.0,2.0751354719516555,0.0,1.2145663050960505
