,Actual_last_5_vals,Mean_Simulation,Simulated_22,Simulated_33,Simulated_39,Simulated_0,Simulated_35,Simulated_23,Simulated_28,Simulated_38,Simulated_47,Simulated_4,Simulated_49,Simulated_24,Simulated_30,Simulated_48,Simulated_21,Simulated_11,Simulated_9,Simulated_20,Simulated_26,Simulated_16,Simulated_25,Simulated_1,Simulated_2,Simulated_12,Simulated_42,Simulated_41,Simulated_18,Simulated_15,Simulated_44,Simulated_5,Simulated_8,Simulated_17,Simulated_45,Simulated_34,Simulated_10,Simulated_7,Simulated_29,Simulated_37,Simulated_31,Simulated_13,Simulated_36,Simulated_32,Simulated_46,Simulated_19,Simulated_14,Simulated_6,Simulated_3,Simulated_40,Simulated_43,Simulated_27
0,5600.777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5581.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5561.888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5542.444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36
6,,4940.73,5416.35,5318.13,5232.95,4476.67,5837.33,4578.82,4298.42,4730.97,5669.54,4137.27,4557.67,5618.43,6317.38,4795.14,4734.19,4779.04,3940.02,5568.52,5113.75,4955.78,4884.21,5205.72,3672.65,4653.21,4622.96,3780.52,5561.13,4678.93,5090.87,5108.39,5967.51,4407.78,4830.81,5576.51,5164.32,4879.43,5061.71,6024.33,5641.31,6587.87,5316.75,4167.01,3873.07,5589.99,3830.32,4355.99,4915.05,4235.54,5364.1,3911.95
7,,4865.0,5013.99,4334.91,4815.39,5435.99,5621.6,5398.59,4751.64,6514.7,5148.48,4778.78,5233.89,4028.61,5235.94,4059.46,3166.36,3405.02,4540.0,4549.71,4692.03,2858.38,5760.82,4395.39,4318.29,5885.96,4562.42,3351.76,5777.84,4773.54,5767.0,4163.64,5951.39,4112.32,4033.87,5706.3,6163.4,4279.76,5664.41,5763.7,4166.62,4016.45,3772.62,3418.86,5465.88,6093.57,5186.45,4902.11,5113.44,5886.58,5452.91,5759.32
8,,4962.4,4330.49,4417.48,4434.35,5101.57,5459.26,4932.73,5244.56,4882.82,5998.4,5010.72,5626.32,5010.95,4536.76,5360.41,5019.82,4678.25,5344.75,6252.36,5887.03,5895.6,3663.26,3662.98,5968.2,4333.69,6741.27,5152.98,5195.78,5391.16,5321.86,5311.15,6440.89,3826.55,5835.12,4663.52,3426.05,2851.21,5143.45,3685.42,5167.46,3898.17,3331.78,4906.4,5540.28,4486.44,4459.15,4446.63,3772.21,2607.52,7441.05,8023.5
9,,4646.84,4603.52,4651.46,6253.61,4454.93,4318.94,4811.24,5123.05,5193.97,5086.91,2772.07,4713.95,5054.86,4593.24,3418.76,4313.44,4434.44,4601.44,5214.74,5501.19,5389.17,4631.44,4824.28,3935.71,3755.22,4566.36,3831.5,3849.31,4863.55,5017.63,5400.27,3563.2,5397.2,5334.58,3710.43,4680.75,3004.28,5589.63,4753.25,4992.2,5433.8,4261.9,4696.43,5639.96,7130.82,3584.16,4639.85,4767.52,3546.24,4190.97,4244.79
10,,4971.77,5111.19,4132.51,4533.28,4691.8,6294.95,5515.18,4761.65,4910.82,5005.77,5859.8,4682.96,5849.67,6659.79,5812.47,4287.38,6884.21,4318.23,5059.58,5315.39,4044.63,4755.97,4226.42,5381.67,5533.69,3385.02,4719.29,4426.32,5741.79,5392.44,6741.71,4549.61,4642.28,3377.47,5573.85,3673.12,3194.6,4972.92,3579.25,4721.65,4329.71,5120.15,4255.9,5726.46,5220.41,4564.26,3840.93,5552.34,6492.89,5423.44,5741.77
11,,4825.23,5694.78,5273.81,5517.94,4924.31,4939.17,4723.03,3396.55,4580.77,5986.22,3959.47,4009.17,5870.05,4280.52,5594.68,4699.92,5606.76,5383.24,4794.07,3194.43,4542.1,4504.11,4616.56,5633.36,4648.84,5183.0,4476.0,4786.96,5722.77,3464.12,5523.42,4656.0,5302.21,4921.04,4743.84,5970.56,5013.69,2585.28,5268.75,3390.41,4509.94,5647.18,4719.84,3706.67,6393.13,3539.3,3463.34,4184.08,6354.43,6460.3,4901.37
12,,4586.0,5233.0,4809.81,5014.81,5364.68,4259.29,3779.68,3882.62,2881.23,4166.77,4508.49,2923.58,5171.0,5320.36,4454.09,4219.78,4486.7,4984.55,4589.96,6000.68,4066.0,3506.52,3724.84,5819.79,4149.34,5292.22,3697.93,5982.8,3453.92,4242.99,4389.63,5040.26,2939.3,4791.16,3865.01,4555.01,3750.1,5267.83,4952.06,3807.34,5878.16,6553.18,6907.32,4440.76,4144.9,2817.43,2724.92,7210.44,4797.4,4620.81,5859.8
13,,4706.38,4352.89,4357.02,4289.29,5029.84,4660.35,3097.44,5558.56,5376.55,6135.19,4846.08,4386.11,4798.05,5006.79,3898.14,5306.06,5106.91,3652.97,3032.53,5656.19,4680.24,2679.42,3277.4,5026.65,5311.73,4902.38,5096.09,4070.79,4468.02,5998.08,6250.37,4829.53,5655.88,2897.25,5291.45,6929.48,4614.76,4160.96,3359.84,2921.64,5133.85,4902.45,6421.66,3604.55,4738.04,4910.57,3427.94,5776.19,3852.69,6198.52,5383.65
