S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.11789030815089369,3.258096538021482,2.992314641575067
0.0,1.0346557975048944,3.258096538021482,3.1426084111174806
0.0,0.8813566778160675,3.258096538021482,3.150789872859265
0.0,0.0,3.258096538021482,2.23478238219236
0.0,0.4888748429875557,3.258096538021482,3.194954255638967
0.0,0.9202256891651968,3.258096538021482,3.2675655756274655
0.0,0.5529983069951976,3.258096538021482,2.0619664172023673
0.0,0.07423457406456146,3.258096538021482,3.038720002872994
0.0,0.042067255765825595,3.258096538021482,2.1720839310038276
0.0,0.38942506075220834,3.258096538021482,2.1278024656308303
0.0,0.0,3.258096538021482,2.103054939378795
