S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.7206686522854037,3.258096538021482,2.358478977217439
0.0,0.20234332240162667,3.258096538021482,2.5946305222585413
0.0,0.0,3.258096538021482,2.764563975410176
0.0,0.0,3.258096538021482,2.651060709729785
0.0,0.12361389918583368,3.258096538021482,2.342116398283357
0.0,1.0946979338123195,3.258096538021482,3.2495927610696143
0.0,0.1882324577500382,3.258096538021482,2.739863641426566
0.0,0.37644615575270024,3.258096538021482,2.684748756428142
0.0,0.7888023522825856,3.258096538021482,1.8510545403146272
0.0,0.8589502542172867,3.258096538021482,2.3286578570001035
0.0,0.03638768704444861,3.258096538021482,3.804313155181012
