S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.40236263229434244,3.258096538021482,2.3190717492971884
0.0,0.8628517970643065,3.258096538021482,2.644616536805129
0.0,0.33585857698030674,3.258096538021482,1.9591285878581257
0.0,0.6038886392380926,3.258096538021482,1.9985408227639958
0.0,0.0,3.258096538021482,1.7826077388256032
0.0,0.37271795708284905,3.258096538021482,1.9633060735058572
0.0,0.5361814426496281,3.258096538021482,3.2968771616587196
0.0,0.6033377159606322,3.258096538021482,3.0810420127235494
0.0,0.0,3.258096538021482,2.445128205402402
0.0,0.8529190304205327,3.258096538021482,3.8472294372339255
0.0,0.7140838876358806,3.258096538021482,2.798377436627501
