RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.436472015969637,1.791759469228055,2.0967971751396535,1.0986122886681098,1.3087577344172137,5.924255797414532,5.82252924894573,6.863803391452954,6.8090660749690075
3.1354942159291497,3.51235556196332,1.791759469228055,2.282990548919528,1.0986122886681098,0.976887990764322,6.018593214496234,5.883875190321458,6.893656354602635,6.789740625616674
3.1354942159291497,3.4719888435133677,1.791759469228055,2.218296416891808,1.0986122886681098,1.0372079069941773,6.025865973825314,5.7322930877431,6.904750769961838,6.704210134320814
3.1354942159291497,3.4666784723547996,1.791759469228055,2.0849897985918897,1.0986122886681098,0.7945332994445905,6.028278520230698,5.923263680398647,6.907755278982137,6.885252945237304
3.1354942159291497,3.175686463465662,1.791759469228055,2.00694313272148,1.0986122886681098,0.8350519688361435,6.018593214496234,5.828812065910005,6.926577033222725,6.792228261897931
3.258096538021482,3.3003019501497706,1.791759469228055,1.9645449864771776,1.0986122886681098,1.3671062620657548,5.937536205082426,6.0313271084000695,6.903747257584598,6.835026295967931
3.258096538021482,3.578267637104446,2.772588722239781,1.9388874525447302,1.3862943611198906,1.4897202927690552,6.016157159698354,6.004447241704181,7.00397413672268,6.803894877953112
3.332204510175204,3.2315238249249565,2.6390573296152584,2.3849227071552948,0.6931471805599453,1.4300629272177943,5.713732805509369,5.750295769291847,6.760414691083428,6.767339481177767
3.332204510175204,3.303631512942881,2.6390573296152584,1.6772259083183036,0.6931471805599453,1.1801925976949472,5.71042701737487,5.8796322421225415,6.7357800142423265,6.877794950540238
3.332204510175204,3.8104184921049167,2.6390573296152584,1.8473446711992014,0.6931471805599453,0.13680512946592382,5.683579767338681,5.724123863628595,6.734591659972948,6.815480599858982
3.332204510175204,3.823395716793312,2.6390573296152584,1.697923067014554,0.6931471805599453,1.155990145029434,5.69035945432406,5.788671307353271,6.738152494595957,6.797160333867638
3.332204510175204,4.030238712594502,2.6390573296152584,2.2855893668193477,0.6931471805599453,1.7198638430754636,5.697093486505405,5.935806021933563,6.7580945044277305,6.836643392694636
