S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.454347296253507,2.999826586366925,1.791759469228055,1.3145347176935454,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,0.0,0.045143420275289774,3.258096538021482,2.5343843620444226,4.7535901911063645,4.506338197135906,4.894101477840304,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.0,0.4960677056471013
4.456283405280375,1.9554020050190228,1.791759469228055,0.824198109979293,3.332204510175204,3.386685918303787,1.0986122886681098,0.7302887244083915,0.0,0.655061166964833,0.0,0.22049644604569293,3.258096538021482,3.179256191140257,4.7535901911063645,4.2107629354965495,4.8972177159495125,4.530368490242984,0.0,0.0,2.302585092994046,0.8048147240101845,0.0,0.4409220751451399
4.458215773031428,1.0619302606623966,1.791759469228055,1.5886029583563652,3.332204510175204,2.6224034836508467,1.0986122886681098,0.40438562230102143,0.0,0.48702040087788967,0.0,0.0,3.258096538021482,3.3319854652502388,4.7535901911063645,4.312144604735484,4.9003242732785735,3.831269313977629,0.0,0.1164991177306798,2.302585092994046,1.3659324001578486,0.0,1.0672836925016238
4.460144413937834,2.3602037642496594,1.791759469228055,1.3981558723373984,3.332204510175204,2.506228932929803,1.0986122886681098,0.5844082231028027,0.0,0.34522830628368467,0.0,0.0,3.258096538021482,1.4641493502112095,4.7535901911063645,4.437696344557265,4.903421209789107,4.625982569158074,0.0,0.503638577555809,2.302585092994046,1.4670712899298335,0.0,0.423855862539768
4.4620693423474185,1.240235398233551,1.791759469228055,1.2833681944282178,3.332204510175204,2.133868648000054,1.0986122886681098,0.13157407222606932,0.0,0.661276575172046,0.0,0.3074410020183081,3.258096538021482,2.4931902088641436,4.7535901911063645,4.457553461123288,4.906508584887358,4.19388218376843,0.0,0.41293893706314494,2.302585092994046,2.052620554568214,0.0,0.3629428655036697
4.4639905725253115,2.0668588596453077,1.791759469228055,1.4238498507882098,3.332204510175204,3.355561319530976,1.0986122886681098,1.1718534655241477,0.0,0.5314541267045458,0.0,0.08916365430994544,3.258096538021482,3.1316978272426437,4.7535901911063645,4.189565366084716,4.909586457431038,3.2120565846779927,0.0,0.0,2.302585092994046,0.9890484806398547,0.0,0.755263657310854
4.465908118654584,3.0193696804080514,1.791759469228055,2.0239658474533146,3.332204510175204,3.072991717000635,1.0986122886681098,1.0892217127683692,0.0,0.43659434331980246,0.0,0.1314567327477762,3.258096538021482,2.665183098990365,4.7535901911063645,4.610173855449643,4.912654885736052,5.315725636863434,0.0,1.0066192244390813,2.302585092994046,0.92380603544276,0.0,0.8256135350399778
4.465908118654584,2.780194843307541,1.791759469228055,0.7511837665571824,3.332204510175204,2.5881590211264274,1.0986122886681098,0.0,0.0,0.6991719373003354,0.0,0.20316927439986596,3.258096538021482,1.8625764756326342,4.770684624465665,4.302425977968363,4.912654885736052,5.397671957506676,0.0,0.0,2.302585092994046,0.9798303469680946,0.0,0.018590682459394048
4.465908118654584,3.3440141281978484,1.791759469228055,2.1994067958203165,3.332204510175204,2.236826277165828,1.0986122886681098,1.0326009095903617,0.0,0.6517145544970476,0.0,0.2947037768203296,3.258096538021482,2.20179373729944,4.770684624465665,3.4444930137089864,4.952299717083292,3.979812199652393,0.0,0.02957234746841958,2.302585092994046,2.396124120536735,0.0,0.08947957217564262
4.465908118654584,3.8293480550589285,1.791759469228055,1.5346625765158421,3.332204510175204,3.3108544936894013,1.0986122886681098,0.2330343132346998,0.0,0.3881214769607314,0.0,0.0,3.258096538021482,3.391087035390896,4.770684624465665,4.321626887542641,4.990432586778736,5.355781411764601,0.0,0.0,2.302585092994046,1.5068389530339075,0.0,0.16406447151083198
4.465908118654584,4.9343335861359625,1.791759469228055,0.9249334266247377,3.332204510175204,3.0619609441648663,1.0986122886681098,0.5394677143796393,0.0,0.25241143461339977,0.0,0.20566359649900542,3.258096538021482,3.556510690967893,4.770684624465665,4.022961887055134,4.990918377412531,4.873075286612508,0.0,0.3529202302425277,2.302585092994046,1.4405505681410529,0.06899287148695142,0.22799369705601885
4.465908118654584,0.0,1.791759469228055,1.542223801712791,3.332204510175204,2.5695439100917636,1.0986122886681098,1.8024031322186342,0.0,0.9479768486337488,0.0,0.09207838858452388,3.258096538021482,2.9032931097486894,4.770684624465665,4.965866647110824,4.991403932168368,4.878690046548569,0.0,0.0,2.302585092994046,1.7613543695655913,0.13353139262452257,0.7017712997536812
