S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
3.044522437723423,3.697697263544742,2.70805020110221,3.461420735491537,4.31748811353631,4.495037878812216,1.3862943611198906,1.6954226165372368
3.044522437723423,3.8982255210672796,2.70805020110221,3.6546797313346624,4.31748811353631,4.7031047594006505,1.3862943611198906,0.550808180776035
3.044522437723423,3.162741763639062,2.70805020110221,5.131794435906003,4.330733340286331,4.242619386911826,1.3862943611198906,1.1969263900717082
3.091042453358316,2.7736690297609723,2.70805020110221,3.8486510762060444,4.709530201312334,4.271388686722949,1.3862943611198906,1.8561172693754706
3.1780538303479458,2.79351999591276,2.70805020110221,2.289368614041191,4.736198448394496,4.748116254401766,1.3862943611198906,1.4447588868155585
3.1780538303479458,3.9301902600944256,2.70805020110221,3.8691441308288432,4.74493212836325,4.237800259911797,1.3862943611198906,1.2555304487389543
3.258096538021482,4.413934119693976,2.70805020110221,2.566392277327447,4.574710978503383,4.438713323900401,1.3862943611198906,1.7108567386087674
3.258096538021482,3.206004982510514,2.70805020110221,2.6098688768437226,3.970291913552122,4.893076930544634,1.3862943611198906,1.7178137434133784
3.258096538021482,3.942149422723539,2.70805020110221,3.6874806925316816,4.143134726391533,4.752139961774928,1.3862943611198906,2.183049938824015
3.258096538021482,4.486622771230756,2.70805020110221,6.052752615812521,4.127134385045092,4.50015665571125,1.3862943611198906,1.695046722411622
3.5553480614894135,4.507134605391277,2.5649493574615367,4.452484303574593,4.248495242049359,4.923788816391278,1.3862943611198906,1.8774268327147925
3.5553480614894135,3.728997130643994,2.5649493574615367,2.3993268453311503,4.23410650459726,4.894518239700717,1.3862943611198906,2.2925758803076177
