S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
3.044522437723423,3.697697263544742,2.70805020110221,3.461420735491537,4.31748811353631,4.495037878812216,1.3862943611198906,1.6954226165372368
3.044522437723423,4.127113680972292,2.70805020110221,3.371481835962718,4.31748811353631,4.324518875831499,1.3862943611198906,1.9760980594618875
3.044522437723423,3.017675538985249,2.70805020110221,4.154241861932556,4.330733340286331,4.585086570216582,1.3862943611198906,2.504168425425694
3.091042453358316,2.3573875554938377,2.70805020110221,3.997391227684904,4.709530201312334,4.730601855257603,1.3862943611198906,1.6977095927926926
3.1780538303479458,4.760456365437671,2.70805020110221,3.525543571835657,4.736198448394496,4.216241748911419,1.3862943611198906,1.7741978970246206
3.1780538303479458,4.259148277383795,2.70805020110221,4.135548364392479,4.74493212836325,3.9483535661561695,1.3862943611198906,2.1348460303643204
3.258096538021482,3.8398894280158875,2.70805020110221,3.1751014790060332,4.574710978503383,4.42522191669672,1.3862943611198906,2.0224761009804406
3.258096538021482,2.570127803109483,2.70805020110221,4.425770444400841,3.970291913552122,4.827827070477976,1.3862943611198906,2.1939827544708788
3.258096538021482,3.8921164947815448,2.70805020110221,2.900351662256036,4.143134726391533,4.5586569366450735,1.3862943611198906,1.3801972908030924
3.258096538021482,5.07671330469544,2.70805020110221,3.7232322136575715,4.127134385045092,4.610055381782235,1.3862943611198906,1.2640012224308168
3.5553480614894135,3.5306546512030414,2.5649493574615367,3.4393029876878587,4.248495242049359,4.4414402366855725,1.3862943611198906,0.9865387463752258
3.5553480614894135,2.8353299590745857,2.5649493574615367,1.584305847142561,4.23410650459726,4.111189629623643,1.3862943611198906,1.6011711496801488
