S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,5.708192523418067,5.170483995038151,5.116005893496834,5.948034989180646,7.214106771843319,1.9459101490553132,3.454888873062538,2.4849066497880004,2.869575676368406,6.059123195581797,6.641289174017924,3.828641396489095,4.507026131715401
5.572154032177765,5.860224447990028,5.176149732573829,5.30055628804646,5.953243334287785,6.323338629130655,1.9459101490553132,1.6225088707630064,2.3978952727983707,3.5628825038986363,6.0844994130751715,5.4734156171987545,3.828641396489095,3.610596910501777
5.796057750765372,6.10469233235633,5.817111159963204,5.69184086355207,6.313548046277095,5.864247558795359,1.9459101490553132,3.804399027265826,2.70805020110221,3.2068289924331035,6.293419278846481,6.498529505666617,4.1588830833596715,4.156312388827781
5.796057750765372,5.155967285715966,5.814130531825066,5.656558342887856,6.274762021241939,6.112402908082742,1.9459101490553132,2.9406637612474515,2.70805020110221,3.101241994047007,5.700443573390687,5.745093332796784,4.1588830833596715,3.7908265275044513
5.84354441703136,5.227566483940914,5.814130531825066,5.766947399201892,6.272877006546167,5.953397157426238,1.9459101490553132,3.5773679985801135,2.8903717578961645,3.0808371628158597,5.707110264748875,5.628527206311342,4.1588830833596715,3.821955637650266
5.8377304471659395,5.59725046178002,5.814130531825066,5.0975105941904495,6.269096283706261,6.299721182200662,1.9459101490553132,2.1993055072314243,2.5649493574615367,3.672906700852433,5.697093486505405,5.82110226791964,4.174387269895637,4.210116215144152
5.834810737062605,5.70019785190086,5.817111159963204,6.3837107666338575,6.285998094508865,6.220764976117358,1.9459101490553132,1.711876135039156,2.302585092994046,3.8689843270395,5.697093486505405,6.241321849098965,4.189654742026425,4.222918704176138
5.834810737062605,5.44916269844906,5.817111159963204,5.254565086999268,6.306275286948016,5.919982068007258,1.9459101490553132,2.95619520589541,2.6390573296152584,2.852513688773607,5.723585101952381,6.108852998242667,4.189654742026425,4.272769007122982
5.8377304471659395,5.552822498272403,5.820082930352362,5.7853746604188485,6.333279628139691,6.0601110906480695,1.9459101490553132,2.691126435109408,2.0794415416798357,3.3585896684111716,5.703782474656201,5.6911564097258465,4.248495242049359,3.5972677896325482
5.8377304471659395,5.63147008806778,5.820082930352362,5.348623456971486,6.335054251498059,5.854635060196714,1.9459101490553132,3.015157917138638,2.0794415416798357,3.777605001348186,5.713732805509369,5.533058364533791,4.248495242049359,4.031821149404364
5.840641657373398,5.788289134894834,5.820082930352362,6.050356921203756,6.327936783729195,6.343447980710807,1.9459101490553132,0.0,2.833213344056216,2.957894612185991,5.703782474656201,6.286401782340499,4.248495242049359,4.385898880928755
5.840641657373398,6.086258002718821,5.823045895483019,6.269155197069765,6.327936783729195,6.168652437989235,1.9459101490553132,1.4715706520383267,2.772588722239781,3.1449463703057643,5.717027701406222,6.103328816987779,4.248495242049359,3.5452697853213957
5.786897381366708,5.912555225727709,5.814130531825066,5.988846083442991,6.311734809152915,5.979405365248779,1.9459101490553132,2.665758592869047,2.833213344056216,3.134202318514807,5.700443573390687,6.592420332120624,4.248495242049359,3.75814326144401
5.783825182329737,6.896537558568531,5.811140992976701,5.6833463424472725,6.302618975744905,6.646698977100548,1.9459101490553132,1.9850089409233491,2.9444389791664403,3.537795204539094,5.69035945432406,5.7253569176697505,4.248495242049359,3.8418469349279785
5.7745515455444085,6.613542361956152,5.811140992976701,5.5450515515406735,6.313548046277095,6.651942975988767,1.9459101490553132,1.870335017668643,2.995732273553991,4.198766698494962,5.680172609017068,6.678915571706948,4.2626798770413155,3.13904609959848
5.755742213586912,6.093726824447972,5.811140992976701,4.908961001208245,6.3080984415095305,6.7531557009542915,1.791759469228055,1.6170057300579699,2.995732273553991,3.0879001759097093,5.631211781821365,5.182955893057687,4.23410650459726,4.5742467996870655
5.765191102784844,5.422018852464469,5.811140992976701,6.039167210769144,6.298949246855942,5.110856285170514,1.791759469228055,2.918250592522502,3.091042453358316,3.028710170373284,5.634789603169249,6.270387269050373,4.23410650459726,4.373504726455869
5.765191102784844,6.102465611698844,5.811140992976701,5.916412504223441,6.298949246855942,6.159094367305647,1.791759469228055,1.5248122229608594,2.772588722239781,2.7548586981912098,5.66988092298052,5.5255737810225565,4.23410650459726,3.0915731764509156
5.75890177387728,6.742434474322281,5.808142489980444,5.836149049715494,6.278521424165844,6.414872832090536,1.791759469228055,2.9044128668916076,2.302585092994046,2.2144230831490255,5.6131281063880705,7.189926396889987,4.23410650459726,4.1746613742672825
5.7745515455444085,5.750823445749919,5.808142489980444,5.7365898897014365,6.278521424165844,6.176122876112176,1.791759469228055,1.7839493179563681,2.4849066497880004,2.783994602171914,5.616771097666572,5.75763939805472,4.23410650459726,3.7660916376987554
5.765191102784844,6.385878832259109,5.808142489980444,6.204848765576376,6.2878585601617845,6.6918655901383195,1.791759469228055,2.9342498353920883,2.302585092994046,5.139384053660066,5.616771097666572,5.3764612803290515,4.23410650459726,4.0736818338728575
5.777652323222656,5.890419343618871,5.755742213586912,5.3407201426489,6.3080984415095305,7.034677838368467,1.791759469228055,2.047906726126317,2.3978952727983707,4.4929083285388005,5.66988092298052,5.513546905025882,4.23410650459726,3.935090295604816
5.777652323222656,6.0942128279959205,5.755742213586912,5.576109827694422,6.3080984415095305,6.3167340496152296,1.791759469228055,2.9044403186766576,2.302585092994046,3.2481307629393825,5.66988092298052,5.732688532428494,4.23410650459726,4.118104433022746
