S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,5.303934843017392,5.814130531825066,5.891935258104751,6.311734809152915,7.36896033916898,1.9459101490553132,3.8693922173846618,2.833213344056216,3.592146207639777,5.700443573390687,6.3498714546046315,4.248495242049359,4.692179883628693
5.783825182329737,5.605127832668303,5.811140992976701,6.185220081119793,6.302618975744905,6.267414720252658,1.9459101490553132,0.9320474879222473,2.9444389791664403,4.238922100580972,5.69035945432406,5.660603451711259,4.248495242049359,3.4294732210782453
5.7745515455444085,6.1550939794200765,5.811140992976701,5.718943509948149,6.313548046277095,6.29943392801496,1.9459101490553132,2.669966023077897,2.995732273553991,3.3761603233277873,5.680172609017068,5.463043453025835,4.2626798770413155,4.638415304376948
5.755742213586912,6.039686023074876,5.811140992976701,5.441546054639281,6.3080984415095305,7.02660757509785,1.791759469228055,2.948141647094037,2.995732273553991,2.611500248968786,5.631211781821365,5.409627571265642,4.23410650459726,3.7060434695534727
5.765191102784844,7.00876936829559,5.811140992976701,5.828391278007169,6.298949246855942,6.67420850266237,1.791759469228055,1.4513559655185855,3.091042453358316,3.280533608937357,5.634789603169249,5.870237853697284,4.23410650459726,4.115158268696254
5.765191102784844,4.921817890087554,5.811140992976701,6.170058096389467,6.298949246855942,5.464248711822732,1.791759469228055,0.42259697234722493,2.772588722239781,4.506028774044118,5.66988092298052,4.7941927446578125,4.23410650459726,4.071601045133397
5.75890177387728,6.179716740072749,5.808142489980444,5.390383522956825,6.278521424165844,6.448034120992202,1.791759469228055,1.803121889523396,2.302585092994046,5.551796119537832,5.6131281063880705,5.887224355181555,4.23410650459726,3.9051289274700904
5.7745515455444085,5.698220632271372,5.808142489980444,6.214475631326131,6.278521424165844,5.915951702278623,1.791759469228055,0.9865601526037955,2.4849066497880004,2.3552488945455226,5.616771097666572,6.460494483994024,4.23410650459726,4.317835231118405
5.765191102784844,6.3751592346055475,5.808142489980444,5.86495750862914,6.2878585601617845,6.849330277976404,1.791759469228055,1.5115651117369033,2.302585092994046,3.666686879451136,5.616771097666572,6.225246739330798,4.23410650459726,3.497991204655369
5.777652323222656,6.709039420934621,5.755742213586912,5.364982782805519,6.3080984415095305,6.095012640755414,1.791759469228055,1.7568121127858851,2.3978952727983707,3.576943676619916,5.66988092298052,6.0425828215853885,4.23410650459726,3.2392536023763205
5.777652323222656,5.432414354888387,5.755742213586912,4.990977767465967,6.3080984415095305,6.08835322175622,1.791759469228055,2.8991651975685873,2.302585092994046,3.1208316770951465,5.66988092298052,5.544858945516366,4.23410650459726,3.941584972705182
