RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1905_Actual,S1905_Simulated,S1488_Actual,S1488_Simulated
0.0,0.5727973749538712,0.0,0.40055451451781227,0.0,0.30292891362959246,0.0,0.2853084155855916
0.0,1.188895302611454,0.0,1.0555590765566882,0.0,0.0,0.0,0.4482059711431057
0.0,1.282206392508479,0.0,0.893983449553349,0.0,0.47172178658207736,0.0,0.0
0.0,2.4914660530264454,0.0,1.5048121380916508,0.0,0.22155016212595355,0.0,1.6606858394802213
0.0,1.387695467949023,0.0,0.19040703996941646,0.0,0.5854146719015183,0.0,0.6198315664394952
0.0,2.2387105632160993,0.0,0.37564842296736517,0.0,0.30833518066354504,0.0,0.9929012654151296
0.0,0.05831284888827204,0.0,0.9503629007934395,0.0,0.0,0.0,0.6423058096975918
0.0,0.47141468979631296,0.0,0.0,0.0,0.6596852436667545,0.0,0.0
0.0,2.1381158203151616,0.0,0.911303871960371,0.0,0.19865829941691926,0.0,0.0
0.0,2.867974628720766,0.0,0.3598900345918847,0.0,0.13064070901430888,0.0,0.8622115675862402
0.0,0.0,0.0,0.6537248839303962,0.0,0.7704150408539683,0.0,0.11320916205301484
0.0,0.7351207116413339,0.0,0.622072100692034,0.0,0.0,0.0,0.0
