RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.5257771575512358,3.5553480614894135,3.3241618483350153,2.4849066497880004,4.288801949621111,2.224623551524334,2.328170097005313,0.6931471805599453,2.599355956726943,0.0,1.2264470614375145,5.032885903031075,4.534028144429186,3.716616209085536,3.848777899491394,3.091042453358316,2.4454143792319614,3.5553480614894135,3.375888409448223,3.258096538021482,2.7747795250883027
3.1354942159291497,3.665647558059816,3.5553480614894135,3.422700865397432,2.4849066497880004,4.163539071733528,2.1972245773362196,2.2413705109932245,0.6931471805599453,1.2495770293147723,0.0,1.25947050512873,5.043425116919247,2.7707831984837394,3.713572066704308,4.130600356280905,3.091042453358316,2.5193564692721013,3.5553480614894135,2.464054361558455,3.258096538021482,2.781246498238368
3.1354942159291497,3.524107013708565,3.5553480614894135,3.162707339390976,2.4849066497880004,4.181250897938975,2.1972245773362196,2.721665628405865,0.6931471805599453,5.0195113775482865,0.0,1.0078628990756506,5.043425116919247,4.566004549585934,3.713572066704308,3.873636120074103,3.091042453358316,2.6910945722998574,3.5553480614894135,2.8783402818349457,3.258096538021482,2.0365179855807534
3.1354942159291497,3.2662316313691666,3.5553480614894135,3.7655259136829877,2.4849066497880004,5.402101256766757,2.1972245773362196,2.768229822681269,0.6931471805599453,3.6070433416176964,0.0,0.5090823008566125,5.043425116919247,5.304340872157121,3.713572066704308,3.3802712121258534,3.091042453358316,2.9780042244073037,3.5553480614894135,3.537986826532461,3.258096538021482,0.0
3.1354942159291497,4.187113940590265,3.5553480614894135,4.173999615189883,2.4849066497880004,4.835036764011327,2.1972245773362196,1.1523271539940958,0.6931471805599453,2.554616107256198,0.0,0.0,5.043425116919247,2.9119180565311273,3.713572066704308,3.8797850292432705,3.091042453358316,2.6466526284940914,3.5553480614894135,3.34072826962512,3.258096538021482,2.9324680549472455
3.1354942159291497,4.056672555849544,3.5553480614894135,3.511942268971842,2.4849066497880004,3.0211701043322305,2.1972245773362196,2.0202296250802907,0.6931471805599453,2.7217023566124823,0.0,2.1141819389862335,5.043425116919247,3.524120776351465,3.713572066704308,3.249853585517249,3.091042453358316,2.5288450685829407,3.5553480614894135,3.527665106552996,3.258096538021482,1.7175319224391614
3.1354942159291497,3.457250518501659,3.5553480614894135,3.4327143733818137,2.4849066497880004,3.1543435908078648,2.1972245773362196,2.7250237254238763,0.6931471805599453,2.3510192680933315,0.0,2.4141470679758545,5.043425116919247,4.946772888921125,3.713572066704308,5.030036215838736,3.091042453358316,2.830482981318063,3.5553480614894135,2.31972222745083,3.258096538021482,4.02055017320453
3.1354942159291497,3.821705581952724,3.5553480614894135,3.6143731931642717,2.4849066497880004,6.027961185069189,2.1972245773362196,1.857657928313902,0.6931471805599453,1.851401229466195,0.0,2.514587811352132,5.043425116919247,2.600692558540586,3.713572066704308,2.48898991789285,3.091042453358316,3.4854194905032183,3.5553480614894135,3.9321228110330084,3.258096538021482,3.544578021986134
3.1354942159291497,2.9607119493281466,3.5553480614894135,3.4094293277529135,2.4849066497880004,3.7579101679548597,2.1972245773362196,3.627769673248089,0.6931471805599453,0.20357208492794943,0.0,1.0983191909918408,5.043425116919247,5.775366253258924,3.713572066704308,3.8927089043758185,3.091042453358316,3.1716428262556313,3.5553480614894135,4.939835076617149,3.258096538021482,2.572074490421248
3.1354942159291497,3.096559940806121,3.5553480614894135,3.92421138535271,2.4849066497880004,1.3249180445851865,2.1972245773362196,2.91100467618483,0.6931471805599453,1.5259257116085239,0.0,0.30249713903252107,5.043425116919247,4.667006938329642,3.713572066704308,3.419917125429218,3.091042453358316,1.9552482218762366,3.5553480614894135,2.8778912642955485,3.258096538021482,0.43894924153303494
3.1354942159291497,3.4427364490710053,3.5553480614894135,3.842077906119332,2.4849066497880004,3.739359573776138,2.1972245773362196,1.828010147815597,0.6931471805599453,4.297840199219808,0.0,1.149381385469684,5.043425116919247,3.976050190776646,3.713572066704308,3.8117662501061966,3.091042453358316,2.7050772418364595,3.5553480614894135,2.547255173672008,3.258096538021482,3.5584601927389934
3.1354942159291497,3.4443340845032684,3.5553480614894135,3.0653546562589806,2.4849066497880004,2.964484164033819,2.1972245773362196,2.6555019046747397,0.6931471805599453,0.603570951329123,0.0,0.5395500529440558,5.043425116919247,3.0326470993413883,3.713572066704308,4.5027820570116575,3.091042453358316,3.3352285353751583,3.5553480614894135,3.118500298005493,3.258096538021482,0.9043475186361527
