S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,5.970889443770961,5.814130531825066,6.139118531744819,6.311734809152915,6.021560864053763,1.9459101490553132,1.430480684435442,2.833213344056216,2.8792003180345427,5.700443573390687,5.962785066351561,4.248495242049359,4.483419813950444
5.783825182329737,5.643118290599037,5.811140992976701,5.168337154225002,6.302618975744905,5.856229607737914,1.9459101490553132,1.2145574829805077,2.9444389791664403,3.05015843892893,5.69035945432406,5.4533926130976,4.248495242049359,3.568131658727622
5.7745515455444085,6.2233673159234355,5.811140992976701,6.254681818163142,6.313548046277095,6.455878371683758,1.9459101490553132,3.698661847183673,2.995732273553991,3.074451630653999,5.680172609017068,5.795754975077367,4.2626798770413155,4.044315412972768
5.755742213586912,5.754376284095272,5.811140992976701,5.0110542816095265,6.3080984415095305,6.421508522043554,1.791759469228055,0.8472442692438171,2.995732273553991,3.0094967080991184,5.631211781821365,5.32189935944866,4.23410650459726,3.1262097685290025
5.765191102784844,6.130139328517887,5.811140992976701,5.81986818827773,6.298949246855942,7.000635735176567,1.791759469228055,1.0488133345438777,3.091042453358316,4.0200956454433205,5.634789603169249,5.056576491686158,4.23410650459726,4.034908025039043
5.765191102784844,5.916771251385592,5.811140992976701,5.532284230296154,6.298949246855942,6.002227576815313,1.791759469228055,1.4062849813785425,2.772588722239781,3.248077419562466,5.66988092298052,6.1715442701147865,4.23410650459726,3.561142221174895
5.75890177387728,5.459147463970384,5.808142489980444,5.601379490365054,6.278521424165844,5.63260951312483,1.791759469228055,3.574932866999027,2.302585092994046,3.2694923094066977,5.6131281063880705,5.196819701868118,4.23410650459726,3.935411010017816
5.7745515455444085,5.381587689321467,5.808142489980444,5.277077510176126,6.278521424165844,5.298842930569932,1.791759469228055,3.841823432621635,2.4849066497880004,2.896778447776299,5.616771097666572,5.755549752662726,4.23410650459726,4.075125899717974
5.765191102784844,6.1009525844185575,5.808142489980444,5.7839595539946345,6.2878585601617845,6.893613948275995,1.791759469228055,3.1746741395925717,2.302585092994046,4.329954019580121,5.616771097666572,4.938523674508741,4.23410650459726,3.8996614126167555
5.777652323222656,5.952089346997727,5.755742213586912,5.34228893216125,6.3080984415095305,5.78656913633141,1.791759469228055,1.6269157292787022,2.3978952727983707,3.5789615379407116,5.66988092298052,5.878392137677312,4.23410650459726,4.39823770472898
5.777652323222656,6.158990537809855,5.755742213586912,5.315888113254435,6.3080984415095305,5.866306574152971,1.791759469228055,1.1844817889220478,2.302585092994046,4.215522639407737,5.66988092298052,6.2642345584969075,4.23410650459726,4.027534144042294
