S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,5.900140769396726,5.814130531825066,6.275692833732424,6.311734809152915,6.588928128435746,1.9459101490553132,2.8798176113667653,2.833213344056216,3.580866397980054,5.700443573390687,5.59642165554065,4.248495242049359,3.8585660523129985
5.783825182329737,6.6809636262879755,5.811140992976701,5.263863063445228,6.302618975744905,5.854788793929678,1.9459101490553132,1.2207401754058482,2.9444389791664403,4.787417617588947,5.69035945432406,6.458251053206243,4.248495242049359,3.763084987983441
5.7745515455444085,5.955537658845335,5.811140992976701,4.9034450791452935,6.313548046277095,5.954586324196758,1.9459101490553132,4.255064600705504,2.995732273553991,3.236596681349627,5.680172609017068,5.656386392983077,4.2626798770413155,3.850579377355455
5.755742213586912,5.171015731075007,5.811140992976701,5.031560485291998,6.3080984415095305,6.660220294441735,1.791759469228055,3.0103657443318834,2.995732273553991,4.106323947894825,5.631211781821365,6.757805889715186,4.23410650459726,3.8540060020406446
5.765191102784844,5.899464810239359,5.811140992976701,5.72828299402453,6.298949246855942,6.5995896388034065,1.791759469228055,2.1089974352853535,3.091042453358316,3.015161458300322,5.634789603169249,5.8176325053249425,4.23410650459726,3.6992524681953243
5.765191102784844,6.38989961906402,5.811140992976701,5.40712539313773,6.298949246855942,6.815405314573988,1.791759469228055,3.0227260939093497,2.772588722239781,3.4319040258898865,5.66988092298052,5.875676540425441,4.23410650459726,3.8241961049205186
5.75890177387728,5.9648732092643675,5.808142489980444,6.062398404369167,6.278521424165844,6.661116534909076,1.791759469228055,1.8586943845851152,2.302585092994046,3.8670390564687023,5.6131281063880705,4.326184324049877,4.23410650459726,3.6057219988875255
5.7745515455444085,6.490309467036129,5.808142489980444,5.3332943288348,6.278521424165844,7.302726391046598,1.791759469228055,1.8682321760372211,2.4849066497880004,4.070609714623535,5.616771097666572,5.634162590476361,4.23410650459726,4.359143057217051
5.765191102784844,5.3741005693870365,5.808142489980444,5.566411587109484,6.2878585601617845,6.333460076692097,1.791759469228055,0.667128272921226,2.302585092994046,2.685905123616707,5.616771097666572,5.749778576907309,4.23410650459726,3.6537325756898182
5.777652323222656,5.452022923076735,5.755742213586912,5.90507793490516,6.3080984415095305,7.074671069080459,1.791759469228055,0.0,2.3978952727983707,3.791883087974599,5.66988092298052,6.3094429938500065,4.23410650459726,4.1710399290225295
5.777652323222656,6.3528574059837934,5.755742213586912,6.296931166709734,6.3080984415095305,6.970383123310572,1.791759469228055,2.638814358739858,2.302585092994046,2.5618864522518483,5.66988092298052,5.44817806858753,4.23410650459726,4.015895802358925
