DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,3.837088949887985,0.0,0.5264016467497354
3.258096538021482,1.6810278123943574,0.0,1.227334713676706
3.258096538021482,0.9840621027322667,0.0,0.5728295591375083
3.258096538021482,2.6184491690761202,0.0,0.0
3.258096538021482,2.0758766754588316,0.0,0.6625597406748955
3.258096538021482,1.4732767981959032,0.15415067982725825,0.7647297686772947
3.258096538021482,2.2804874012705296,0.2876820724517809,0.6288623387202847
3.258096538021482,3.1282158901785886,0.4054651081081644,0.5337774082488612
3.258096538021482,3.102072632355984,0.5108256237659906,0.30359552375061793
3.258096538021482,2.808550945085376,0.6061358035703155,0.04739322892794823
3.258096538021482,2.5297046406024473,0.6931471805599453,1.25390018634298
