DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,2.7589288330461836,0.0,0.3355995098985435
3.258096538021482,1.4863605946213883,0.0,0.4638456325245371
3.258096538021482,2.7223033541057977,0.0,0.5805997525537737
3.258096538021482,2.413943826240686,0.0,0.0921345047167974
3.258096538021482,2.406423065857722,0.0,0.0
3.258096538021482,3.5360409522036362,0.15415067982725825,0.18962167334361962
3.258096538021482,1.83341322431708,0.2876820724517809,0.6504381321648522
3.258096538021482,2.7174942352278664,0.4054651081081644,0.8558689830820831
3.258096538021482,2.5366589811696727,0.5108256237659906,0.3387798332680526
3.258096538021482,2.946184049929139,0.6061358035703155,0.6568006944563501
3.258096538021482,4.581369885676303,0.6931471805599453,0.4395979980498232
