S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,1.190430911730774
0.0,2.8570685823015376
0.0,1.3890243095083008
0.0,2.3727591319022006
0.0,2.453955426885896
0.0,1.8836799370216986
0.0,0.19101811862640328
0.0,2.207516713292593
0.0,1.740431154731894
0.0,4.110963319428475
0.0,1.3251372596144297
0.0,0.3902501675986334
0.0,0.5381449110887057
0.0,2.808037974842478
0.0,2.5006957632696483
0.0,1.6513518188156486
0.0,3.2081266190377296
0.0,1.3270741643973096
0.0,1.8646134471951545
0.0,0.5637639314983712
0.0,0.8556783182652384
0.0,0.6374764422439542
0.0,2.454206033532924
