S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,3.4621523480660334
0.0,0.0
0.0,1.4801341285793777
0.0,2.4652165621384716
0.0,3.07130640010037
0.0,1.3222906262366287
0.0,1.685910397888981
0.0,1.6486417956935868
0.0,0.3140540099571547
0.0,2.688656382075947
0.0,2.3552718816933096
0.0,3.6470396977163917
0.0,2.5078093069602305
0.0,1.2531954962602585
0.0,2.1747471878912386
0.0,1.1537993435183287
0.0,2.674611691764143
0.0,2.651373949093502
0.0,1.8957967363449484
0.0,2.6651508281300345
0.0,2.0103667597517716
0.0,1.5202399134710345
0.0,0.46768865078332
