S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,1.1240231849369746,2.302585092994046,3.714993928902595,4.820281565605037,5.402273673288437,2.9444389791664403,6.652496945812415
0.0,0.18549156823553992,2.302585092994046,2.4291599867098634,4.820281565605037,5.2040486006019435,2.9444389791664403,3.750840992627549
0.0,0.20093330542207322,2.302585092994046,3.100165307078919,4.820281565605037,5.385880523651919,2.9444389791664403,3.3004191154475087
0.0,2.1967175058580346,2.302585092994046,5.440017789861095,4.820281565605037,4.5115659960584775,2.9444389791664403,5.29972218704733
0.0,2.73318470449712,2.302585092994046,0.0,4.825108606353353,4.371540051468172,2.9444389791664403,2.6283070469611305
0.0,0.0,2.302585092994046,3.710462613231596,4.829912458665998,4.335279204309246,2.9444389791664403,4.715974626621344
0.0,0.7883034418543693,2.302585092994046,0.7325341891294745,4.8346933442663405,4.3019201154300974,2.9444389791664403,5.244149522525678
0.0,0.40359074057608996,2.302585092994046,4.53187797181381,4.839451481712757,5.104851961811101,2.9444389791664403,3.661723051326249
0.0,0.5376825692819387,2.302585092994046,0.9827448237341101,4.844187086458591,3.5191812458157576,2.9444389791664403,3.5340771961975292
0.0,2.6905380163216646,2.302585092994046,2.821893403554605,4.845498562056402,5.108084179498237,2.9444389791664403,6.260180133499761
0.0,1.6486895695208097,2.302585092994046,3.2399579646206744,4.846808319938465,4.7714252234230194,2.9444389791664403,3.919181791162887
0.0,1.0144198615589444,2.302585092994046,1.2714379863457719,4.848116364598481,3.989458356858238,2.9444389791664403,5.5024263702188225
0.0,0.5949384592464289,2.302585092994046,5.507483815304839,4.8494227005125365,4.436978650581786,2.9444389791664403,6.852083911868064
0.0,2.6059710361857262,2.302585092994046,5.858310262052184,4.850727332139201,4.157078277679614,2.9444389791664403,6.386949363084696
0.0,0.7884197048188682,2.302585092994046,1.89232824086092,4.852030263919617,4.518950551158017,2.9444389791664403,1.515530191607224
0.0,1.246032530437662,2.302585092994046,2.2069424983566344,4.853331500277589,5.688575418079707,2.9444389791664403,3.2522365953027825
0.0,0.12793718187222303,2.302585092994046,3.048644336198657,4.854631045619675,5.417737054507414,2.9444389791664403,5.881741286017659
0.0,2.3892602004999564,2.302585092994046,4.557931710833363,4.855928904335275,3.7556877318385777,2.9444389791664403,1.9684456433335882
0.0,1.7892442318962285,2.302585092994046,4.415796111697661,4.857225080796721,2.1135449266554476,2.9444389791664403,6.10977598177401
0.0,1.921455665491612,2.302585092994046,2.559690232309327,4.858519579359367,4.357230513224423,2.9444389791664403,3.9668204180512854
0.0,0.0,2.302585092994046,5.231608222812743,4.859812404361672,4.4879084750293705,2.9444389791664403,2.962267626662798
0.0,0.3765655035846287,2.302585092994046,7.384477718304641,4.90527477843843,3.5423151308042335,2.9444389791664403,4.525848696179076
0.0,0.6491124607716496,2.302585092994046,2.7518483345177156,4.948759890378168,3.9160566456682693,2.9444389791664403,5.970888615374292
