,Actual_last_5_vals,Mean_Simulation,Simulated_18,Simulated_21,Simulated_1,Simulated_19,Simulated_23,Simulated_4,Simulated_7,Simulated_14,Simulated_2,Simulated_26,Simulated_25,Simulated_8,Simulated_20,Simulated_27,Simulated_10,Simulated_29,Simulated_22,Simulated_24,Simulated_0,Simulated_3,Simulated_28,Simulated_16,Simulated_6,Simulated_11,Simulated_13,Simulated_9,Simulated_17,Simulated_5,Simulated_12,Simulated_15
0,87576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,115264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,110234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,116422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4
6,,116073.59,99289.56,120210.45,123934.5,112112.03,124977.38,113938.4,124078.71,104794.02,85255.31,141107.41,102478.14,122101.51,119193.49,156621.97,123858.22,85526.82,142867.85,137433.09,116735.93,98663.19,125657.78,113188.03,64881.58,147084.08,117437.13,106904.99,98583.85,157871.96,76131.14,119289.29
7,,116551.89,124606.96,106884.22,117455.34,102408.89,87592.25,128953.4,130783.74,131815.93,118581.2,153327.16,126771.3,82522.74,109344.75,97589.13,118416.02,79387.76,121301.73,94222.4,147025.14,89245.8,169207.83,143665.57,91329.55,78015.15,71510.34,150193.9,130535.06,168604.8,70179.8,155078.83
8,,118021.49,118531.09,117755.85,123791.85,114505.83,122208.37,131381.73,106830.9,107107.6,95932.66,117769.12,100630.74,98188.14,137229.29,132551.78,140293.4,126828.33,133093.11,86129.02,99165.52,88796.14,129872.99,161262.91,112274.23,128559.07,96827.92,116937.23,107576.51,127441.59,91571.29,169600.51
9,,109804.18,107394.54,119411.5,100045.96,95562.53,112898.2,93124.81,90655.96,129208.78,108443.83,102894.5,133296.87,96725.64,132412.02,104486.31,151001.52,95563.85,101080.82,91042.76,137949.64,91116.91,128507.48,106485.94,101587.03,94337.76,59216.98,147370.19,67558.64,128585.94,90541.16,175617.39
10,,117474.41,120442.5,104330.83,137221.91,131462.69,123636.85,126229.11,122169.51,130358.58,101050.66,124041.33,131930.91,125363.26,87321.65,125139.22,139024.87,112397.66,75909.08,127400.65,88984.55,137675.53,96735.94,156263.16,142951.4,96655.46,114218.6,70223.05,70507.33,143931.15,139996.7,120658.13
11,MAE,,5121.07,6136.85,7340.07,8308.36,8551.13,8888.5,9545.15,11624.38,12120.09,12589.68,13192.47,13476.3,13715.91,14504.02,15778.08,15972.47,16150.73,17378.19,17771.15,18805.04,18922.23,19224.61,19309.29,19395.03,20240.28,21452.04,21855.09,24751.65,25758.34,27053.1
