RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.717027701406222,5.308649428207184,5.814130531825066,6.127648899252433,6.311734809152915,5.8685876908233086,1.9459101490553132,2.2921918987541585,2.833213344056216,4.519591676313595,5.700443573390687,5.834551436548716,4.248495242049359,3.977276023113703
5.720311776607412,5.583241323633253,5.811140992976701,5.756736886301957,6.302618975744905,6.611744824210046,1.9459101490553132,3.3147901126229837,2.9444389791664403,1.979120944681014,5.69035945432406,5.095588955219496,4.248495242049359,3.95404491974576
5.720311776607412,5.504288441499307,5.811140992976701,4.993654578876106,6.313548046277095,7.067635617377277,1.9459101490553132,2.3902608978330417,2.995732273553991,2.3694633588316067,5.680172609017068,5.714673531562672,4.2626798770413155,4.088948511335837
5.720311776607412,5.627169181291359,5.811140992976701,6.130033501548279,6.3080984415095305,6.044228638131046,1.791759469228055,2.6367884980306813,2.995732273553991,3.96655707639846,5.631211781821365,6.615971925307737,4.23410650459726,4.754467998391275
5.726847747587197,5.617360524257773,5.811140992976701,5.408610452627606,6.298949246855942,5.896952944516985,1.791759469228055,2.5527786294960055,3.091042453358316,1.628427961450749,5.634789603169249,5.926921487570762,4.23410650459726,3.444704660583008
5.733341276897746,5.565419446222098,5.811140992976701,5.890555398638573,6.298949246855942,5.513911144599087,1.791759469228055,0.5618776869447908,2.772588722239781,4.83694591349907,5.66988092298052,6.4863417567430695,4.23410650459726,3.5802575923113955
5.703782474656201,5.305274608264792,5.808142489980444,4.410415646629794,6.278521424165844,6.728137753993668,1.791759469228055,3.3093214424462314,2.302585092994046,2.9163980774804803,5.6131281063880705,5.8737946056023755,4.23410650459726,4.400402227653257
5.717027701406222,5.739726767148885,5.808142489980444,5.485717264430317,6.278521424165844,6.360884558417159,1.791759469228055,2.2514732337732593,2.4849066497880004,3.5006887156873736,5.616771097666572,5.206651170650064,4.23410650459726,3.653384201733897
5.71042701737487,5.784818345632003,5.808142489980444,6.183579524344484,6.2878585601617845,5.932456472927255,1.791759469228055,2.4328371333703225,2.302585092994046,4.929082817696948,5.616771097666572,6.536231774892889,4.23410650459726,3.8748583122876896
5.707110264748875,5.389391513509421,5.755742213586912,5.35252528925058,6.3080984415095305,5.586137649825399,1.791759469228055,3.2312576280692182,2.3978952727983707,3.641917451798541,5.66988092298052,5.90080713912785,4.23410650459726,4.262633438307641
5.707110264748875,4.861959392884073,5.755742213586912,6.09192129210118,6.3080984415095305,6.0322572003066774,1.791759469228055,1.8126503825641411,2.302585092994046,3.8841125730663175,5.66988092298052,5.329138226010026,4.23410650459726,3.9086310916694367
