S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,0.4952194050211626,0.6931471805599453,0.3176724195791696,1.9694406464655074,1.2023488926522239,3.3262343431887,1.9551802040244532,0.0,0.0,0.0,0.011723364234860645,0.6061358035703155,0.6791835738426191
1.0986122886681098,0.9844896449589638,0.6931471805599453,0.9870752280910317,1.9459101490553132,2.912095568577998,3.332204510175204,2.180315902351386,0.0,0.0,0.0,0.11846254155256114,0.6931471805599453,1.1312250210573467
1.0986122886681098,1.0896876608341515,0.6931471805599453,0.5777956853013346,1.9299098077088723,2.6114694832944636,3.332204510175204,2.278498426029117,0.0,0.0,0.0,0.7939095564358579,0.6359887667199967,0.9351737551474192
1.0986122886681098,0.8384731697091501,0.6931471805599453,1.2942226319299674,1.9136492868370918,2.8062403233641393,3.332204510175204,1.6179152027720791,0.0,0.0,0.0,0.0,0.5753641449035619,1.3451684805520228
1.0986122886681098,1.142023603464144,0.6931471805599453,0.1800542713654184,1.8971199848858813,2.9519500879822504,3.332204510175204,1.7305128445120472,0.0,0.0,0.0,0.8019655970818278,0.5108256237659907,1.9110205199797214
1.0986122886681098,0.38170178992802684,0.6931471805599453,1.2510146219825138,1.8803128665695001,2.0232953846884727,3.332204510175204,0.6142395353572119,0.0,0.0,0.0,0.0518698675325015,0.44183275227903923,0.9587521823797582
1.0986122886681098,0.8568547232535195,0.6931471805599453,1.484556772922752,1.8632184332102,2.449559319662669,3.332204510175204,0.8576506824856555,0.0,0.0,0.0,0.27321020150589925,0.36772478012531734,1.2978335452830392
1.0986122886681098,1.00994459504443,0.6931471805599453,0.6312558787110604,1.8458266904983307,2.276768244742852,3.332204510175204,1.5755313562450999,0.0,0.0,0.0,0.015608575796118074,0.2876820724517809,1.5979789920783172
1.0986122886681098,0.5356383684186883,0.6931471805599453,0.6243032701408358,1.8281271133989299,1.949590133736264,3.332204510175204,1.6698579485013287,0.0,0.0,0.0,0.6637487739368828,0.20067069546215122,1.2923101701557806
1.0986122886681098,0.8367995317580815,0.6931471805599453,0.46525440025340276,1.8101086078962514,2.3184081861509482,3.332204510175204,1.4672752728392315,0.0,0.0,0.0,0.17715912097123832,0.1053605156578263,1.5741782646222813
1.0986122886681098,0.9308076397780166,0.6931471805599453,1.0323060936340063,1.791759469228055,3.1850197216031595,3.332204510175204,0.8766105258246513,0.0,0.0,0.0,0.3754539263642115,0.0,1.4693714543522276
