RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.103045554277688,3.044522437723423,3.6392436171574167,4.31748811353631,4.451906016607533,1.3862943611198906,1.6701743144112084
4.454347296253507,5.725325919137323,3.044522437723423,3.8103680223805996,4.31748811353631,4.590592039536346,1.3862943611198906,1.36316828306957
4.454347296253507,4.972915884356492,3.044522437723423,4.01451439312438,4.31748811353631,4.543836630276862,1.3862943611198906,1.4597301213571088
4.454347296253507,4.896424117075175,3.044522437723423,2.390250734246755,4.31748811353631,4.635828375926958,1.3862943611198906,1.6014995297253987
4.454347296253507,4.965839642098069,3.044522437723423,4.010346729823374,4.31748811353631,4.013100558808844,1.3862943611198906,1.9801955970931675
4.454347296253507,5.552563859883766,3.044522437723423,3.761784695871138,4.330733340286331,4.140441571898509,1.3862943611198906,1.601052791005705
4.454347296253507,4.403400611987809,3.091042453358316,2.7676104315922023,4.430816798843313,4.548574123783455,1.3862943611198906,2.1846452700153547
4.51085950651685,5.754389283896023,3.091042453358316,1.784612003042905,4.718498871295094,4.329807830715749,1.3862943611198906,1.3990877011606562
4.663439094112067,5.177845899496605,3.1780538303479458,3.550290524328606,4.624972813284271,4.619955835225674,1.3862943611198906,1.7530325865448346
4.66814498514948,6.433161296306036,3.1780538303479458,3.8898053654223768,4.68213122712422,4.676024662540607,1.3862943611198906,2.1632612604600734
4.672828834461906,4.771733527150227,3.1780538303479458,4.100774297643609,4.736198448394496,4.473169857418772,1.3862943611198906,1.5326803263482096
4.672828834461906,6.006322601255249,3.1780538303479458,4.0501210030175905,4.74493212836325,4.334187801351197,1.3862943611198906,1.9730318721315827
4.663439094112067,6.237129286060559,3.1780538303479458,3.2235376986715187,4.736198448394496,4.823019933447268,1.3862943611198906,1.327192289391986
4.68213122712422,4.992364212290641,3.258096538021482,3.013290294672681,4.564348191467836,4.2901190480661695,1.3862943611198906,1.0741501773210171
4.948759890378168,5.169048978727991,3.258096538021482,3.3008852361538006,3.784189633918261,4.461873644236682,1.3862943611198906,1.747103200953331
4.955827057601261,5.708431171843416,3.258096538021482,2.5872631872403016,4.02535169073515,4.510919739045103,1.3862943611198906,2.4151126846325495
4.955827057601261,4.907080914085617,3.258096538021482,3.3607349528442354,4.060443010546419,4.455713886154751,1.3862943611198906,1.120362215802316
4.969813299576001,3.560845039817258,3.258096538021482,2.6491002072389294,4.143134726391533,4.960510227693578,1.3862943611198906,1.526764128355004
4.969813299576001,4.339224531021349,3.258096538021482,3.9542594893123413,4.127134385045092,4.6763072746506404,1.3862943611198906,2.561040981139013
4.962844630259907,5.830458242681501,3.2188758248682006,3.7981252710990367,4.23410650459726,4.7871802656129105,1.3862943611198906,0.9004032761841558
4.962844630259907,5.07667415311643,3.5553480614894135,4.110933168815769,4.23410650459726,4.264084456830164,1.3862943611198906,1.8789509373410629
4.962844630259907,4.577313984669672,3.5553480614894135,3.4023084934424896,4.23410650459726,4.078444992332889,1.3862943611198906,2.1154542459551573
4.962844630259907,5.248669541892792,3.5553480614894135,3.7615688285481665,4.2626798770413155,4.664543287388128,1.3862943611198906,1.338927948669453
4.962844630259907,6.1484684294464955,3.5553480614894135,3.1701300741667544,4.248495242049359,4.685851120765258,1.3862943611198906,1.7312484842113811
