RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.663439094112067,5.103045554277688,3.1780538303479458,3.6392436171574167,4.736198448394496,4.451906016607533,1.3862943611198906,1.6701743144112084
4.68213122712422,3.9855304656803634,3.258096538021482,3.5586587143804143,4.564348191467836,4.320961069848664,1.3862943611198906,1.0156188185895736
4.948759890378168,4.238200743904584,3.258096538021482,2.885273890996613,3.784189633918261,3.7927614427194833,1.3862943611198906,1.3304239048089366
4.955827057601261,4.817784036771554,3.258096538021482,4.646711266923405,4.02535169073515,4.886740369784121,1.3862943611198906,1.791829050790619
4.955827057601261,5.563076725113558,3.258096538021482,3.5314567495123774,4.060443010546419,4.432901690244619,1.3862943611198906,1.7381780444883281
4.969813299576001,4.793284323605896,3.258096538021482,2.818670754433393,4.143134726391533,4.0759243349035055,1.3862943611198906,1.4654077765145401
4.969813299576001,6.291609856562863,3.258096538021482,3.7167720113083287,4.127134385045092,4.198738834927557,1.3862943611198906,1.6714050625505925
4.962844630259907,5.1998333849210026,3.2188758248682006,3.4381779548934968,4.23410650459726,4.753184406828805,1.3862943611198906,1.3623372072640838
4.962844630259907,4.254031850857042,3.5553480614894135,4.7121612224343234,4.23410650459726,4.886744904694257,1.3862943611198906,1.5129613306487457
4.962844630259907,4.4168487180321145,3.5553480614894135,3.5914152502423193,4.23410650459726,4.682299890143816,1.3862943611198906,1.3259635915937
4.962844630259907,4.225375224332051,3.5553480614894135,3.383093387407115,4.2626798770413155,4.059580630798166,1.3862943611198906,1.9639553832171979
4.962844630259907,6.084017260635872,3.5553480614894135,3.2343481842844066,4.248495242049359,4.443575277943233,1.3862943611198906,1.2312780241593326
