Index,Lower,Upper
488,31157.240800963504,37711.03780770729
489,31142.912052950112,37726.9374705334
490,31019.212137354985,37675.09018402365
491,31098.099224064972,37483.78191879437
492,31150.146406394113,37429.5685753232
493,30989.717069279253,37388.10998402397
494,30835.575948485523,37340.84327581982
495,30946.72290095037,37264.08871502001
496,30927.93735515129,37115.36463295228
497,30832.15947245876,37070.28490986621
498,30958.91675142502,37114.53834112592
499,30875.441333640792,37065.378373657055
500,31105.640101800815,37025.94253937529
501,31010.687235942525,37023.48021987245
502,31075.21523110331,37010.06144498166
503,31035.733855892267,36932.69620282819
504,31033.076493758603,36983.90388607509
505,31026.598227328133,36865.22318118267
506,31173.666427661894,36866.9074689856
507,31211.476294370485,36871.61077998652
508,31282.055974544634,36869.14962180526
509,31299.375558593216,36832.484129752906
510,31321.567828899806,36878.551145542384
511,31278.85823843723,36789.72670308442
512,31347.94787350202,36685.18801441828
513,31472.016080423255,36698.08024738402
514,31420.888588129426,36703.46558633042
515,31558.187204939317,36769.14057059369
516,31451.491381134543,36818.086250848886
517,31498.044910858793,36624.480846392566
518,31441.766808023935,36575.28937341635
519,31594.579794902478,36643.98996210547
520,31701.325133644707,36588.753526384324
521,31698.746336509976,36747.601615200656
522,31713.600929563727,36471.163391911934
523,31646.62943153815,36502.06290049133
524,31726.619362976704,36553.284606787616
525,31787.345015948482,36430.317222769554
526,31784.829907149495,36477.513810198754
527,31826.096826042438,36430.36852681501
528,31808.091505765795,36465.23737649747
529,31938.554401904035,36497.06308432066
530,31998.258198359417,36435.07661095441
531,31974.228433895976,36370.49242380059
532,31917.073258760473,36458.19658444795
533,31990.612032635276,36385.602829732445
534,32005.859605721733,36404.906682012246
535,32235.22221388308,36505.24867270796
536,32180.650592151822,36658.221556283395
537,32254.78373286579,36677.160878082446
538,32371.949391201266,36891.780151433406
539,32318.872336407818,37012.556813112875
540,32498.332319241366,37144.644107631524
541,32595.311930694406,37316.027235508656
542,32607.631114833264,37519.08726168959
543,32706.4797124053,37607.49450343862
544,32810.84939749552,37756.731972449226
545,32942.62403588748,37835.44926196018
546,32888.44027802846,37900.97205737063
547,33089.46300301533,38040.34953495743
548,33143.80418122574,38156.80448812594
549,33216.08132004869,38180.37565752713
550,33280.485801686904,38242.68695314866
551,33273.36311800783,38177.353990900905
552,33304.64579871855,38287.91560056153
553,33288.42524907054,38201.61807043481
554,33310.89709007951,38107.08231218857
555,33298.44607866326,38008.34569457489
556,33371.66603178141,38074.8978694147
557,33316.39465072373,38025.79003224086
558,33367.775911181096,38020.040359843435
559,33427.59350095181,37994.836681520894
560,33343.47058147993,37882.839648816465
561,33415.62192682519,37986.5216100534
562,33435.21437916561,37916.87626902881
563,33446.32641911191,37760.05704930181
564,33485.11332964107,37827.76834119578
565,33369.27222021962,37786.57184273517
566,33475.192946205854,37741.92917257682
567,33436.102190005746,37679.15952192281
568,33423.349510912405,37647.7242769478
569,33472.86174884312,37545.99571682812
570,33458.32106372894,37585.385117107915
571,33488.71927599579,37530.18384176874
572,33496.98719449126,37550.51043349641
573,33604.690661909175,37531.95687612866
574,33570.466980789235,37465.1788867495
575,33587.33462313541,37472.887926474024
576,33598.450901541124,37457.7207279056
577,33574.364120716215,37438.32933510784
578,33723.96806825182,37477.45631605611
579,33767.02639885491,37538.8188611458
580,33702.41082883572,37493.068596470366
581,33698.56499255482,37475.9504131839
582,33772.03904497904,37495.11529300143
583,33855.12152878394,37509.73160920353
584,33859.68709891046,37460.067706454196
585,33885.90569127788,37431.99083973806
586,33825.646824652715,37389.90892247675
587,33870.634188895616,37366.52429085546
588,33884.105736331,37357.11268195204
589,33897.11706926308,37360.23157874238
590,33972.30720859687,37388.94591711428
591,33988.12863729557,37512.929321872245
592,34005.406055486834,37535.613043328056
593,34154.908914044005,37545.317310552564
594,34167.296417262245,37550.63418521698
595,34140.53421158724,37597.56763889962
596,34224.19978709034,37602.081022008846
597,34199.314829847404,37613.63448972422
598,34288.90603984878,37619.886463087365
599,34351.21084210249,37604.0507961057
600,34353.38453089401,37670.827181408975
601,34376.84702208296,37623.625304312845
602,34422.845832749525,37577.49892171661
603,34440.34529632395,37617.88179471448
604,34503.842314972935,37664.134578780366
605,34586.35921273784,37681.485118999895
606,34600.29525514181,37662.54963079885
607,34591.91299974561,37703.60259846394
608,34678.83137019431,37811.202630364714
609,34712.466179280054,37931.93490214032
610,34803.82658744432,37898.844232883406
