Index,Lower,Upper
94,26952.87,33313.95
95,27092.25,33489.67
96,27156.64,33471.48
97,27420.23,33606.05
98,27396.39,33772.59
99,27483.73,33728.06
100,27562.83,33868.23
101,27630.59,33953.94
102,27762.43,33999.56
103,27726.6,33987.52
104,27654.84,33856.31
105,27818.5,33833.16
106,27808.95,33748.62
107,27688.52,33709.87
108,27851.37,33757.62
109,27891.29,33692.86
110,27925.83,33556.6
111,27871.71,33629.19
112,27965.84,33564.09
113,27935.18,33509.66
114,27934.48,33415.06
115,27963.61,33474.63
116,28042.72,33444.67
117,28075.64,33316.81
