Index,Lower,Upper
253,15226.883883465092,20385.21817185763
254,15350.472444579467,20472.822014705558
255,15408.084945160366,20812.293462098998
256,15540.193950393985,20925.714494477314
257,15607.84899341662,21228.032606832254
258,15714.555272385987,21369.29191942549
259,15855.487449815255,21615.55961402653
260,15822.530938313794,21818.884039933782
261,15947.766243423313,22003.751623330154
262,16095.934416717899,22202.70314436021
263,16096.249263750919,22227.136556242724
264,16241.732677187705,22411.019764321798
265,16311.229268095132,22732.426347890185
266,16435.945100942834,22662.532365891715
267,16414.55714467915,22818.082886281663
268,16629.02944085546,22969.105219379533
269,16726.443420935553,23094.098219584444
270,16835.12352663848,22921.01981211077
271,16842.61520177476,23209.830077157556
272,16947.857350910184,23215.173254005178
273,17020.345785473746,23245.188261035993
274,17122.463696270574,23192.855616152738
275,17268.23309209284,23317.065623992996
276,17326.382783801353,23413.11370569327
277,17392.411503332132,23504.854223805953
278,17342.72683024821,23459.774789452753
279,17651.155617611123,23449.359308197323
280,17604.854765318447,23475.252164223715
281,17682.88534269367,23651.239857583583
282,17759.99615435828,23793.458767972494
283,17916.915546186738,23714.610508831058
284,17937.105677531243,23766.47302840628
285,18031.117931264343,23906.31062452922
286,18105.98767394701,23835.030703633896
287,18215.958944696544,23985.222148832017
288,18210.198437120216,24127.42150811045
289,18375.455267552323,24243.54367690958
290,18449.79199480297,24388.30671428126
291,18508.548264652592,24590.525035769097
292,18578.127302873316,24667.916298168366
293,18703.819367632655,24679.958677345538
294,18777.3480827932,24770.7854329578
295,18959.36719968957,24924.892112578495
296,18973.51973665928,25063.081818584524
297,19011.145450878805,25101.850993735574
298,19217.045787177794,25302.09224831306
299,19266.383546319234,25347.4463035444
300,19288.960150110022,25438.82363249861
301,19480.547684618734,25617.38840484562
302,19634.426175746223,25704.463363558854
303,19543.891041510866,25810.937220666892
304,19725.906840853153,25869.02949575636
305,19768.30690970121,26011.985076581434
306,19912.650952374817,26081.494205095685
307,19992.385467648703,26157.735005543123
308,20103.076006151437,26259.100826276786
309,20181.956751550493,26227.677747101498
310,20305.54555524529,26352.280415996556
311,20350.33508080033,26510.467619529383
312,20448.46109839947,26648.979113159166
313,20616.45083352928,26658.00672117825
314,20587.07079812486,26587.20373109284
315,20701.950813418916,26749.318881703985
316,20860.44190441512,26772.497996309194
