Index,Lower,Upper
92,10244.026675699362,18416.73515838511
93,10362.65662840875,18603.432581582663
94,10560.357352249952,19028.97124669167
95,10629.891409731343,18992.75941500442
96,10824.231671205562,19356.65484217472
97,11044.83225013511,19422.932000512847
98,11207.849633112919,19910.541966405017
99,11093.160973516493,20119.029708692775
100,11252.501731237118,20226.922285327193
101,11481.249849321308,20510.090288933818
102,11580.449372698064,20662.86669045015
103,11870.265096602454,20917.193972345452
104,11931.583353782096,21113.071642046998
105,12112.232485075821,21352.65709104472
106,12186.662660058362,21548.19834252433
107,12140.103156114228,21767.135027836794
108,12221.98077365551,21661.740820525734
109,12472.684859874567,21892.311159804125
110,12663.681354416489,21841.272269733807
111,12864.427003525687,21899.916404977732
112,12924.60422496498,22119.64298960531
113,13171.522339764164,22180.33405996116
114,13084.634826044565,22096.46970922212
115,13296.17085239676,22160.949611158852
