,Actual_last_5_vals,Mean_Simulation,Simulated_9,Simulated_24,Simulated_13,Simulated_21,Simulated_16,Simulated_7,Simulated_17,Simulated_12,Simulated_23,Simulated_25,Simulated_2,Simulated_22,Simulated_15,Simulated_8,Simulated_4,Simulated_18,Simulated_26,Simulated_19,Simulated_0,Simulated_20,Simulated_14,Simulated_27,Simulated_28,Simulated_11,Simulated_10,Simulated_1,Simulated_29,Simulated_3,Simulated_6,Simulated_5
0,41110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41414.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07,35069.07
6,,34219.23,33988.73,39297.0,35465.67,32533.07,32840.14,35915.69,37446.5,34327.9,33066.34,32479.4,25460.04,36964.06,34130.38,30572.7,33109.29,41406.5,33093.72,39952.48,24750.76,35926.34,36993.12,40028.8,32655.72,28765.97,37596.64,32982.42,32000.56,32606.52,40562.44,29658.0
7,,34422.43,33797.02,29744.31,37012.47,32267.62,25902.08,28684.37,35940.91,31923.55,33520.97,39079.59,32931.92,32230.3,33640.95,33999.49,42024.35,33737.69,45806.74,36008.05,33575.91,29925.06,29246.91,41780.96,26158.07,37186.69,33179.19,42664.26,37757.21,35652.74,34131.53,33161.97
8,,35230.14,32856.71,38391.04,30031.52,42447.8,38679.38,31615.01,37623.05,35492.7,34632.93,37813.87,36578.54,35319.65,32402.29,34407.99,23919.21,30853.67,39635.89,37994.82,40924.24,33609.66,41012.79,37779.29,28521.5,29529.36,36853.18,37917.38,35777.29,38375.24,35018.44,30889.64
9,,36738.57,35556.97,45147.8,31615.52,41053.8,37792.93,33983.15,35545.26,33898.14,38802.95,26467.85,29788.46,41627.53,33089.22,37667.94,40700.69,37576.2,39698.36,39647.28,42892.72,36165.84,33232.67,48937.6,40867.06,34168.95,32470.5,30907.66,40106.18,28555.94,39688.71,34503.25
