S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.838279315717641,5.147494476813453,5.327647526730385,5.1647859739235145,5.543792954251299,5.953243334287785,6.106110015416523,1.9459101490553132,1.8837506097673702,2.5649493574615367,3.267928771273048,6.040254711277414,5.853141988774267,3.8918202981106265,3.9414172092587876
5.575949103146316,5.558283136961418,5.159055299214529,4.76195634856644,5.170483995038151,5.602905240550141,5.948034989180646,7.047302204032445,1.9459101490553132,1.6219006537606302,2.4849066497880004,3.2896925202020935,6.059123195581797,5.661406508621339,3.828641396489095,3.784754225071213
5.572154032177765,5.807734635403137,5.170483995038151,5.16005567421053,5.176149732573829,5.581639528472446,5.953243334287785,6.636599824600001,1.9459101490553132,0.9526192470241686,2.3978952727983707,2.9169324718016982,6.0844994130751715,5.0309570538170645,3.828641396489095,3.8915842211870952
5.796057750765372,5.785765093932107,5.768320995793772,5.262614401073121,5.817111159963204,4.8169615699496875,6.313548046277095,5.594289805884122,1.9459101490553132,2.1551467060050467,2.70805020110221,3.0838738050386962,6.293419278846481,5.090399435872743,4.1588830833596715,4.350978973522999
5.796057750765372,5.6100971848427,5.720311776607412,5.450166344091795,5.814130531825066,5.361428026201041,6.274762021241939,6.754196407120809,1.9459101490553132,3.390586758774715,2.70805020110221,4.059143196200699,5.700443573390687,6.932986944497517,4.1588830833596715,4.1509591182404195
5.84354441703136,4.832848516694883,5.726847747587197,4.998149976756869,5.814130531825066,5.7209136773662275,6.272877006546167,6.446295467413082,1.9459101490553132,1.991233805369396,2.8903717578961645,2.675480284766253,5.707110264748875,5.722834971932294,4.1588830833596715,3.9363316803741744
5.8377304471659395,6.023475086598855,5.726847747587197,5.248574599095176,5.814130531825066,5.51836899667558,6.269096283706261,7.116946395958819,1.9459101490553132,1.4540102784444664,2.5649493574615367,3.9434766428121266,5.697093486505405,5.8704883441359295,4.174387269895637,3.2370509104345904
5.834810737062605,5.863208636860991,5.739792912179234,4.260748926384185,5.817111159963204,5.2935832741826445,6.285998094508865,6.317561420547418,1.9459101490553132,2.905487266850299,2.302585092994046,3.36277910933695,5.697093486505405,5.851710444595801,4.189654742026425,3.973544429908816
5.834810737062605,5.254185843845962,5.7430031878094825,5.200942705387144,5.817111159963204,5.769623773316436,6.306275286948016,5.391368603803815,1.9459101490553132,0.9127389771735188,2.6390573296152584,2.743598187795647,5.723585101952381,5.561070988738667,4.189654742026425,4.524558099261985
5.8377304471659395,5.909545489716986,5.723585101952381,5.50295322734136,5.820082930352362,5.8304083498404875,6.333279628139691,5.5832763177038265,1.9459101490553132,1.775567703845574,2.0794415416798357,2.742232453237024,5.703782474656201,6.371185109287773,4.248495242049359,3.69978522383975
5.8377304471659395,6.588644918659298,5.723585101952381,5.322537625836491,5.820082930352362,6.311731657793365,6.335054251498059,6.364394130191546,1.9459101490553132,2.787880654032081,2.0794415416798357,2.98405625058547,5.713732805509369,5.616554329841304,4.248495242049359,3.8709772651045684
5.840641657373398,5.762989025958108,5.726847747587197,5.319019070584925,5.820082930352362,5.382328711881683,6.327936783729195,6.7047711865373785,1.9459101490553132,0.8955654358510468,2.833213344056216,2.6874275438826576,5.703782474656201,5.497125159935677,4.248495242049359,3.84857161380779
5.840641657373398,5.2526772174254805,5.726847747587197,5.852102806159101,5.823045895483019,6.0257780025757635,6.327936783729195,5.0224734697088955,1.9459101490553132,2.8508453250042813,2.772588722239781,2.0490465435430045,5.717027701406222,5.913206180759878,4.248495242049359,3.7733047267801365
5.786897381366708,5.856929452525583,5.717027701406222,5.508296073550136,5.814130531825066,4.864531984715032,6.311734809152915,5.702362733537705,1.9459101490553132,0.362195663889022,2.833213344056216,2.817504141034943,5.700443573390687,5.251866414276326,4.248495242049359,3.8684333796621253
5.783825182329737,5.871357849913918,5.720311776607412,4.703950556838087,5.811140992976701,4.975149178557689,6.302618975744905,6.568354584407774,1.9459101490553132,1.486351712453569,2.9444389791664403,2.9399697466135395,5.69035945432406,6.164095270567963,4.248495242049359,3.6204575505335517
5.7745515455444085,6.0717833499074025,5.720311776607412,5.674919738404434,5.811140992976701,5.604960884711133,6.313548046277095,6.497570965579425,1.9459101490553132,2.408455055727865,2.995732273553991,2.895482935157881,5.680172609017068,6.265384486333113,4.2626798770413155,3.7984830196568553
5.755742213586912,6.176623247121184,5.720311776607412,5.588072201996539,5.811140992976701,5.258783100465122,6.3080984415095305,5.846569719864271,1.791759469228055,4.27886207047532,2.995732273553991,3.603247675529799,5.631211781821365,6.261360297675245,4.23410650459726,3.6605677341555154
5.765191102784844,6.100000556415927,5.726847747587197,5.660280103100929,5.811140992976701,4.642573208043765,6.298949246855942,6.621445125858093,1.791759469228055,2.8926698664624033,3.091042453358316,3.4292706658357317,5.634789603169249,5.8218599767131325,4.23410650459726,3.469769832823946
5.765191102784844,5.476524806528841,5.733341276897746,5.136830464447823,5.811140992976701,6.003483851452835,6.298949246855942,5.619568550822184,1.791759469228055,1.9356742510551765,2.772588722239781,3.7705664479395513,5.66988092298052,6.124077046973091,4.23410650459726,4.237193812191538
5.75890177387728,6.742083113494184,5.703782474656201,5.6713398856148505,5.808142489980444,5.2123137056812405,6.278521424165844,5.911604556737606,1.791759469228055,0.9997389894013325,2.302585092994046,3.1283081891383597,5.6131281063880705,5.769179183626215,4.23410650459726,3.6888808986219184
5.7745515455444085,5.849328359100481,5.717027701406222,5.719574708095507,5.808142489980444,5.114238310123005,6.278521424165844,5.739714712642562,1.791759469228055,2.698034394256241,2.4849066497880004,3.290221875636282,5.616771097666572,6.038798675159152,4.23410650459726,4.105646294896918
5.765191102784844,5.441269009499652,5.71042701737487,4.939709465617204,5.808142489980444,5.270612035668387,6.2878585601617845,5.361369865013169,1.791759469228055,2.511945524042123,2.302585092994046,3.445562114870834,5.616771097666572,5.309537671655196,4.23410650459726,3.6046350048618687
5.777652323222656,5.387568004885562,5.707110264748875,5.864751749431634,5.755742213586912,5.579758429221893,6.3080984415095305,5.697238928000788,1.791759469228055,0.8491338473959917,2.3978952727983707,2.814199554857563,5.66988092298052,5.99711539189638,4.23410650459726,4.025675441816861
5.777652323222656,6.139159837138476,5.707110264748875,5.114243405618376,5.755742213586912,5.214257928874714,6.3080984415095305,6.168520890509673,1.791759469228055,2.7800055944063766,2.302585092994046,3.4622625538612843,5.66988092298052,5.968990084552371,4.23410650459726,3.057376136765769
