RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.156074832496742,3.044522437723423,3.697697263544742,2.70805020110221,3.461420735491537,4.31748811353631,4.495037878812216
4.454347296253507,4.969360089942658,3.044522437723423,3.7431429270791465,2.70805020110221,2.445051926573793,4.31748811353631,5.096883029138748
4.454347296253507,4.823364783634591,3.044522437723423,2.8942418660829596,2.70805020110221,1.5856931660547624,4.330733340286331,4.459622600160815
4.51085950651685,4.484372038025849,3.091042453358316,3.5931742892828127,2.70805020110221,2.2274195593277772,4.709530201312334,4.385829564657659
4.672828834461906,3.8343393315578695,3.1780538303479458,3.369069083561637,2.70805020110221,2.4890612428310246,4.736198448394496,4.321924350470671
4.672828834461906,4.9098195420111335,3.1780538303479458,3.797791884084074,2.70805020110221,4.454622386586308,4.74493212836325,3.7636111634816465
4.6913478822291435,4.553268083844261,3.258096538021482,4.880199409587359,2.70805020110221,3.089966678962242,4.574710978503383,4.296378577148432
4.955827057601261,5.490629704999472,3.258096538021482,3.334275352607247,2.70805020110221,2.1837540146742422,3.970291913552122,4.899325579906476
4.969813299576001,5.396215734601856,3.258096538021482,4.573206817005017,2.70805020110221,3.009755554073861,4.143134726391533,4.622618956451112
4.969813299576001,5.370451334963301,3.258096538021482,3.3783169394708277,2.70805020110221,4.757099885329315,4.127134385045092,4.489649892288938
4.962844630259907,6.1596263379901055,3.5553480614894135,3.591795517639549,2.5649493574615367,4.176546457124028,4.248495242049359,4.088043939438056
4.962844630259907,5.191812414502012,3.5553480614894135,3.902078585392236,2.5649493574615367,3.759602131092277,4.23410650459726,4.157033077362097
