RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,4.150775366078689,3.044522437723423,5.678820189862307,2.70805020110221,3.566843055253384,4.31748811353631,2.9255669877598516
4.454347296253507,6.9702707584101,3.044522437723423,3.0420839628301546,2.70805020110221,2.512628963940744,4.330733340286331,3.7218452014691032
4.51085950651685,3.804458858524316,3.091042453358316,4.851731165792523,2.70805020110221,3.7240529998536447,4.709530201312334,2.443861627152698
4.672828834461906,6.031805365884827,3.1780538303479458,2.47141961086088,2.70805020110221,5.6266093591606605,4.736198448394496,6.013327270328549
4.672828834461906,3.518215089267628,3.1780538303479458,2.5263927457223923,2.70805020110221,4.754418437160558,4.74493212836325,2.809259173526852
4.6913478822291435,6.726694574070958,3.258096538021482,1.4372311321992015,2.70805020110221,2.627780120224616,4.574710978503383,4.0500056858466555
4.955827057601261,4.725100859662808,3.258096538021482,1.756240225082476,2.70805020110221,4.485285698852638,3.970291913552122,5.544240188932663
4.969813299576001,4.932932613622223,3.258096538021482,3.7197127004693282,2.70805020110221,1.1511830079241123,4.143134726391533,4.063303404011585
4.969813299576001,6.241553409737809,3.258096538021482,0.3160795291295253,2.70805020110221,3.6657746819334385,4.127134385045092,5.4671190199208946
4.962844630259907,5.792888806269805,3.5553480614894135,2.4870613610218903,2.5649493574615367,3.650868844716392,4.248495242049359,3.5984717527192522
4.962844630259907,6.240473406499214,3.5553480614894135,4.726794236689418,2.5649493574615367,6.853098628207402,4.23410650459726,2.207969553802143
