S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.19903756679548096,0.0,0.0627247989161265,0.7908364257211205,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.09570708395718364,0.6143608525794846,0.0,0.5357143502130369,0.09570708395718364,0.794859720905366
0.0,0.0,0.0,0.27125802416599176,0.7667871704884506,1.6106913179315865,0.0,0.0,0.0,0.0,0.0,0.008024739671231088,0.09173093557754416,0.7776261860036929,0.0,1.4050263773193983,0.09173093557754416,0.40698919873181805
0.0,0.0,0.0,0.03641638080676175,0.7421452665515222,2.2596694273109232,0.0,1.4648336114447993,0.0,0.39742260084897246,0.0,0.0,0.08773891430800683,0.8423369636443974,0.0,1.0617494099483853,0.08773891430800683,0.887237576194811
0.0,0.43744620524803624,0.0,0.18289173923701008,0.71688076489204,1.0197939143228016,0.0,0.3844333402404547,0.0,0.366070926909267,0.0,0.0,0.08373089291046804,1.070024372400316,0.0,0.0,0.08373089291046804,0.8302473804822916
0.0,0.4681072137144877,0.0,0.0,0.6909613873399651,2.9362305377837146,0.0,1.460864039632195,0.0,0.4372114757753392,0.0,0.19401196048667885,0.07970674261074254,0.7969850759996144,0.0,0.3963410241286828,0.07970674261074254,0.4459902674351084
0.0,0.0004070794931702315,0.0,0.0,0.6643522786120012,2.618112732292992,0.0,1.032758208564101,0.0,0.32408767831774327,0.0,0.11016644604575329,0.0756663330737376,0.7254682093684178,0.0,0.0,0.0756663330737376,1.0338053573341717
0.0,0.32206091717061436,0.0,0.15725030902780246,0.6370157244482506,2.888825432263013,0.0,0.7215014750834953,0.0,0.0,0.0,0.05630613025747573,0.07160953237812315,0.1209900427910085,0.0,0.9579511247510173,0.07160953237812315,0.0
0.0,0.026577371539735828,0.0,0.5330957891139245,0.6089108301281418,3.127984209057778,0.0,0.28697205571222395,0.0,0.36516491356810166,0.0,0.2006099596658388,0.06753620699048736,0.2646955574413258,0.0,0.0,0.06753620699048736,0.017266817291953562
0.0,1.3932715468827062,0.0,0.12381225215919528,0.5799931524885629,3.641948348809426,0.0,1.5817679402393603,0.0,0.0,0.0,0.0,0.06344622173896218,0.8461472088999086,0.0,0.5289858839150446,0.06344622173896218,1.4610276547332064
0.0,0.0,0.0,0.3631034270716166,0.5502142771329512,3.8906057650227908,0.0,2.043815433074547,0.0,0.14289505225420346,0.0,0.1677446567049166,0.059339439786308804,0.571967750817475,0.0,0.0,0.059339439786308804,0.4517088184026764
