S00117_Actual,S00117_Simulated,S00108_Actual,S00108_Simulated
2.0794415416798357,2.09329325710229,1.3862943611198906,1.3862895365617247
2.0794415416798357,2.0708999744787904,1.3862943611198906,1.3862927850954871
2.0794415416798357,2.0627119032219285,1.3862943611198906,1.3862867608421907
2.0794415416798357,2.064957946882227,1.3862943611198906,1.3862857810089015
2.0794415416798357,2.1537129955868997,1.3862943611198906,1.3862933987212704
2.0794415416798357,2.0842204616840165,1.3862943611198906,1.3862820844947725
2.0794415416798357,2.0295406081157616,1.3862943611198906,1.386295631423655
2.0794415416798357,2.138208777970665,1.3862943611198906,1.3862906067380552
2.0794415416798357,2.1022391729211876,1.3862943611198906,1.386290157249722
2.0794415416798357,2.0947420135029025,1.3862943611198906,1.386291857633146
2.0794415416798357,2.077120370740739,1.3862943611198906,1.3862974974629625
2.0794415416798357,2.013220610468816,1.3862943611198906,1.3862860776964783
2.0794415416798357,2.0722884584433148,1.3862943611198906,1.3862882048842915
2.0794415416798357,2.131222465180529,1.3862943611198906,1.3862873817401418
2.0794415416798357,2.150111732559404,1.3862943611198906,1.3862863290591962
2.0794415416798357,2.0029637619510168,1.3862943611198906,1.386289873893312
2.0794415416798357,2.0940676218673975,1.3862943611198906,1.3862847336954018
2.0794415416798357,2.1461481049231117,1.3862943611198906,1.3862840768462397
2.0794415416798357,2.105458926945993,1.3862943611198906,1.3862923061725678
2.0794415416798357,2.105863893509765,1.3862943611198906,1.3862904706679628
2.1972245773362196,2.0944250810613236,1.3862943611198906,1.386287570045068
2.1972245773362196,2.0938649931449578,1.3862943611198906,1.3862961224077575
2.1972245773362196,2.1118588622565744,1.3862943611198906,1.3862856924608307
2.1972245773362196,2.039248246339046,1.3862943611198906,1.3862888113412257
